"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia MARISCAL NIETO",,,,,,,
"Viviendas particulares (001)",22953,2488,882,2427,14719,1373,1064
"Ocupantes presentes (002)",71151,7540,2441,8259,46534,3504,2873
"Casa independiente",,,,,,,
"Viviendas particulares (004)",20022,2233,621,2160,13093,1212,703
"Ocupantes presentes (005)",63701,6774,1814,7591,42283,3099,2140
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",219,99,,6,59,41,14
"Ocupantes presentes (008)",684,318,,14,200,101,51
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",63,29,,5,20,5,4
"Ocupantes presentes (011)",219,81,,40,56,24,18
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",66,43,,2,15,2,4
"Ocupantes presentes (014)",207,137,,15,43,2,10
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",932,56,122,11,537,82,124
"Ocupantes presentes (017)",2311,158,284,22,1370,213,264
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",1609,19,139,243,984,24,200
"Ocupantes presentes (020)",3951,49,343,577,2560,52,370
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",26,6,,,10,7,3
"Ocupantes presentes (023)",58,20,,,20,13,5
"Otro tipo",,,,,,,
"Viviendas particulares (025)",16,3,,,1,,12
"Ocupantes presentes (026)",20,3,,,2,,15
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",19547,2274,590,2361,12354,1115,853
"Ocupantes presentes (029)",61771,6968,1787,8058,39738,2819,2401
"Casa independiente",,,,,,,
"Viviendas particulares (031)",17559,2075,451,2105,11266,1036,626
"Ocupantes presentes (032)",56647,6360,1444,7412,36859,2627,1945
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",219,99,,6,59,41,14
"Ocupantes presentes (035)",684,318,,14,200,101,51
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",63,29,,5,20,5,4
"Ocupantes presentes (038)",219,81,,40,56,24,18
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",66,43,,2,15,2,4
"Ocupantes presentes (041)",207,137,,15,43,2,10
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",1609,19,139,243,984,24,200
"Ocupantes presentes (047)",3951,49,343,577,2560,52,370
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",26,6,,,10,7,3
"Ocupantes presentes (050)",58,20,,,20,13,5
"Otro tipo",,,,,,,
"Viviendas particulares (052)",5,3,,,,,2
"Ocupantes presentes (053)",5,3,,,,,2
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",3406,214,292,66,2365,258,211
"Ocupantes presentes (056)",9380,572,654,201,6796,685,472
"Casa independiente",,,,,,,
"Viviendas particulares (058)",2463,158,170,55,1827,176,77
"Ocupantes presentes (059)",7054,414,370,179,5424,472,195
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",932,56,122,11,537,82,124
"Ocupantes presentes (071)",2311,158,284,22,1370,213,264
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",11,,,,1,,10
"Ocupantes presentes (080)",15,,,,2,,13
