"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia MARAÑON (000)",6142,82,2938,1912,398,102,47,23,2,,638
"Conviviente (001)",3143,54,1589,926,182,37,17,7,1,,330
"Separado(a) (002)",339,5,149,129,27,7,6,,,,16
"Casado(a) (003)",1712,12,863,567,116,33,13,13,,,95
"Viudo(a) (004)",579,9,231,203,57,17,7,2,1,,52
"Divorciado(a) (005)",37,1,15,15,2,1,,,,,3
"Soltero(a) (006)",332,1,91,72,14,7,4,1,,,142
,,,,,,,,,,,
"URBANA (008)",962,10,397,317,86,21,10,8,1,,112
"Conviviente (009)",435,7,194,137,41,4,4,4,,,44
"Separado(a) (010)",64,2,25,28,4,1,,,,,4
"Casado(a) (011)",306,1,126,109,28,12,3,3,,,24
"Viudo(a) (012)",75,,31,23,9,3,1,1,1,,6
"Divorciado(a) (013)",3,,2,1,,,,,,,
"Soltero(a) (014)",79,,19,19,4,1,2,,,,34
,,,,,,,,,,,
"RURAL (016)",5180,72,2541,1595,312,81,37,15,1,,526
"Conviviente (017)",2708,47,1395,789,141,33,13,3,1,,286
"Separado(a) (018)",275,3,124,101,23,6,6,,,,12
"Casado(a) (019)",1406,11,737,458,88,21,10,10,,,71
"Viudo(a) (020)",504,9,200,180,48,14,6,1,,,46
"Divorciado(a) (021)",34,1,13,14,2,1,,,,,3
"Soltero(a) (022)",253,1,72,53,10,6,2,1,,,108
