"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia ALTO AMAZONAS",,,,,,,,,
"Viviendas particulares (001)",6930,283,181,88,281,35,62,107,5893
"Ocupantes presentes (002)",32248,1283,859,462,1414,155,318,549,27208
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6559,278,178,76,272,33,58,101,5563
"Ocupantes presentes (005)",30994,1270,849,404,1364,148,296,527,26136
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",19,,,,,,,,19
"Ocupantes presentes (008)",71,,,,,,,,71
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",264,4,1,9,6,1,4,4,235
"Ocupantes presentes (011)",857,10,3,42,38,2,22,12,728
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",33,,,,3,,,2,28
"Ocupantes presentes (014)",135,,,,12,,,10,113
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",3,,,3,,,,,
"Ocupantes presentes (017)",16,,,16,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",34,,1,,,1,,,32
"Ocupantes presentes (020)",132,,3,,,5,,,124
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",18,1,1,,,,,,16
"Ocupantes presentes (023)",43,3,4,,,,,,36
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",6924,283,181,85,281,35,62,107,5890
"Ocupantes presentes (029)",32224,1283,859,446,1414,155,318,549,27200
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",6556,278,178,76,272,33,58,101,5560
"Ocupantes presentes (032)",30986,1270,849,404,1364,148,296,527,26128
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",19,,,,,,,,19
"Ocupantes presentes (035)",71,,,,,,,,71
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",264,4,1,9,6,1,4,4,235
"Ocupantes presentes (038)",857,10,3,42,38,2,22,12,728
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",33,,,,3,,,2,28
"Ocupantes presentes (041)",135,,,,12,,,10,113
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",34,,1,,,1,,,32
"Ocupantes presentes (047)",132,,3,,,5,,,124
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",18,1,1,,,,,,16
"Ocupantes presentes (050)",43,3,4,,,,,,36
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",6,,,3,,,,,3
"Ocupantes presentes (056)",24,,,16,,,,,8
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3,,,,,,,,3
"Ocupantes presentes (059)",8,,,,,,,,8
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",3,,,3,,,,,
"Ocupantes presentes (071)",16,,,16,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
