"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia PALPA",,,,,,,,,
"Viviendas particulares (001)",3457,2405,310,61,42,186,210,210,33
"Ocupantes presentes (002)",12783,9299,1187,186,111,576,689,621,114
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",3301,2372,293,60,15,143,191,195,32
"Ocupantes presentes (005)",12289,9181,1134,181,36,455,619,572,111
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",5,5,,,,,,,
"Ocupantes presentes (008)",17,17,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",13,11,2,,,,,,
"Ocupantes presentes (011)",51,40,11,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",26,11,15,,,,,,
"Ocupantes presentes (014)",85,43,42,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",87,,,,15,42,19,11,
"Ocupantes presentes (017)",263,,,,38,120,70,35,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",9,4,,1,,,,3,1
"Ocupantes presentes (020)",32,13,,5,,,,11,3
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,2,,,,1,,1,
"Ocupantes presentes (023)",9,5,,,,1,,3,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",12,,,,12,,,,
"Ocupantes presentes (026)",37,,,,37,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2192,1863,135,8,16,23,2,122,23
"Ocupantes presentes (029)",8397,7284,511,26,48,76,5,362,85
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2125,1830,118,7,4,23,2,119,22
"Ocupantes presentes (032)",8170,7166,458,21,11,76,5,351,82
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",5,5,,,,,,,
"Ocupantes presentes (035)",17,17,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",13,11,2,,,,,,
"Ocupantes presentes (038)",51,40,11,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",26,11,15,,,,,,
"Ocupantes presentes (041)",85,43,42,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",9,4,,1,,,,3,1
"Ocupantes presentes (047)",32,13,,5,,,,11,3
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,2,,,,,,,
"Ocupantes presentes (050)",5,5,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",12,,,,12,,,,
"Ocupantes presentes (053)",37,,,,37,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1265,542,175,53,26,163,208,88,10
"Ocupantes presentes (056)",4386,2015,676,160,63,500,684,259,29
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1176,542,175,53,11,120,189,76,10
"Ocupantes presentes (059)",4119,2015,676,160,25,379,614,221,29
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",87,,,,15,42,19,11,
"Ocupantes presentes (071)",263,,,,38,120,70,35,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,,,,1,,1,
"Ocupantes presentes (077)",4,,,,,1,,3,
"Otro tipo",,,,,,,,,
