"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PARURO (000)",9028,1503,15,4415,2411,141,250,76,217
"Empleado (001)",691,12,,50,195,61,172,29,172
"Obrero (002)",1162,90,,552,483,13,12,6,6
"Trabajador independiente (003)",5462,1006,10,2953,1311,56,59,34,33
"Empleador o patrono (004)",114,14,,55,40,,1,1,3
"Trabajador familiar no remunerado (005)",1525,365,5,772,359,11,5,5,3
"Trabajador del hogar (006)",74,16,,33,23,,1,1,
"Hombres (008)",6717,777,11,3476,2013,92,149,62,137
"Empleado (009)",436,4,,21,144,35,103,25,104
"Obrero (010)",1057,63,,489,470,13,11,6,5
"Trabajador independiente (011)",4437,652,9,2550,1109,37,30,25,25
"Empleador o patrono (012)",101,9,,51,37,,1,1,2
"Trabajador familiar no remunerado (013)",666,47,2,356,245,7,4,4,1
"Trabajador del hogar (014)",20,2,,9,8,,,1,
"Mujeres (016)",2311,726,4,939,398,49,101,14,80
"Empleado (017)",255,8,,29,51,26,69,4,68
"Obrero (018)",105,27,,63,13,,1,,1
"Trabajador independiente (019)",1025,354,1,403,202,19,29,9,8
"Empleador o patrono (020)",13,5,,4,3,,,,1
"Trabajador familiar no remunerado (021)",859,318,3,416,114,4,1,1,2
"Trabajador del hogar (022)",54,14,,24,15,,1,,
,,,,,,,,,
"URBANA (024)",3652,415,10,1571,1138,96,203,57,162
"Empleado (025)",505,3,,28,136,40,143,23,132
"Obrero (026)",401,29,,140,211,7,7,3,4
"Trabajador independiente (027)",2043,276,6,1029,596,41,47,25,23
"Empleador o patrono (028)",80,7,,37,33,,1,1,1
"Trabajador familiar no remunerado (029)",564,88,4,310,144,8,4,4,2
"Trabajador del hogar (030)",59,12,,27,18,,1,1,
"Hombres (032)",2501,165,6,1116,892,63,121,44,94
"Empleado (033)",320,,,11,104,25,87,19,74
"Obrero (034)",360,18,,119,203,7,7,3,3
"Trabajador independiente (035)",1484,133,5,817,448,25,23,17,16
"Empleador o patrono (036)",73,6,,34,30,,1,1,1
"Trabajador familiar no remunerado (037)",246,7,1,127,99,6,3,3,
"Trabajador del hogar (038)",18,1,,8,8,,,1,
"Mujeres (040)",1151,250,4,455,246,33,82,13,68
"Empleado (041)",185,3,,17,32,15,56,4,58
"Obrero (042)",41,11,,21,8,,,,1
"Trabajador independiente (043)",559,143,1,212,148,16,24,8,7
"Empleador o patrono (044)",7,1,,3,3,,,,
"Trabajador familiar no remunerado (045)",318,81,3,183,45,2,1,1,2
"Trabajador del hogar (046)",41,11,,19,10,,1,,
,,,,,,,,,
"RURAL (048)",5376,1088,5,2844,1273,45,47,19,55
"Empleado (049)",186,9,,22,59,21,29,6,40
"Obrero (050)",761,61,,412,272,6,5,3,2
"Trabajador independiente (051)",3419,730,4,1924,715,15,12,9,10
"Empleador o patrono (052)",34,7,,18,7,,,,2
"Trabajador familiar no remunerado (053)",961,277,1,462,215,3,1,1,1
"Trabajador del hogar (054)",15,4,,6,5,,,,
"Hombres (056)",4216,612,5,2360,1121,29,28,18,43
"Empleado (057)",116,4,,10,40,10,16,6,30
"Obrero (058)",697,45,,370,267,6,4,3,2
"Trabajador independiente (059)",2953,519,4,1733,661,12,7,8,9
"Empleador o patrono (060)",28,3,,17,7,,,,1
"Trabajador familiar no remunerado (061)",420,40,1,229,146,1,1,1,1
"Trabajador del hogar (062)",2,1,,1,,,,,
"Mujeres (064)",1160,476,,484,152,16,19,1,12
"Empleado (065)",70,5,,12,19,11,13,,10
"Obrero (066)",64,16,,42,5,,1,,
"Trabajador independiente (067)",466,211,,191,54,3,5,1,1
"Empleador o patrono (068)",6,4,,1,,,,,1
"Trabajador familiar no remunerado (069)",541,237,,233,69,2,,,
"Trabajador del hogar (070)",13,3,,5,5,,,,
