"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PIURA (000)",623137,106455,112513,41984,366304
"Quechua (001)",505,64,113,73,268
"Aymara (002)",119,15,27,22,60
"Asháninka (003)",44,9,7,16,15
"Otra lengua nativa (004)",996,237,154,71,555
"Castellano (005)",620804,106016,112108,41741,365012
"Idioma Extranjero (006)",120,2,21,42,59
"Es Sordomudo/a (007)",549,112,83,19,335
"Hombres (009)",305995,48636,53560,23320,182715
"Quechua (010)",282,29,56,53,151
"Aymara (011)",60,7,15,11,29
"Asháninka (012)",27,6,4,11,8
"Otra lengua nativa (013)",504,106,78,50,276
"Castellano (014)",304764,48426,53353,23166,182036
"Idioma Extranjero (015)",63,1,12,21,31
"Es Sordomudo/a (016)",295,61,42,8,184
"Mujeres (018)",317142,57819,58953,18664,183589
"Quechua (019)",223,35,57,20,117
"Aymara (020)",59,8,12,11,31
"Asháninka (021)",17,3,3,5,7
"Otra lengua nativa (022)",492,131,76,21,279
"Castellano (023)",316040,57590,58755,18575,182976
"Idioma Extranjero (024)",57,1,9,21,28
"Es Sordomudo/a (025)",254,51,41,11,151
,,,,,
"URBANA (027)",537135,90731,108121,40752,301580
"Quechua (028)",466,57,110,73,239
"Aymara (029)",110,14,27,22,52
"Asháninka (030)",41,8,7,15,14
"Otra lengua nativa (031)",877,211,146,66,475
"Castellano (032)",535085,90355,107728,40516,300489
"Idioma Extranjero (033)",120,2,21,42,59
"Es Sordomudo/a (034)",436,84,82,18,252
"Hombres (036)",260911,41216,51138,22532,148205
"Quechua (037)",267,28,56,53,137
"Aymara (038)",55,6,15,11,25
"Asháninka (039)",25,5,4,10,8
"Otra lengua nativa (040)",439,91,74,45,235
"Castellano (041)",259830,41040,50936,22385,147630
"Idioma Extranjero (042)",63,1,12,21,31
"Es Sordomudo/a (043)",232,45,41,7,139
"Mujeres (045)",276224,49515,56983,18220,153375
"Quechua (046)",199,29,54,20,102
"Aymara (047)",55,8,12,11,27
"Asháninka (048)",16,3,3,5,6
"Otra lengua nativa (049)",438,120,72,21,240
"Castellano (050)",275255,49315,56792,18131,152859
"Idioma Extranjero (051)",57,1,9,21,28
"Es Sordomudo/a (052)",204,39,41,11,113
,,,,,
"RURAL (054)",86002,15724,4392,1232,64724
"Quechua (055)",39,7,3,,29
"Aymara (056)",9,1,,,8
"Asháninka (057)",3,1,,1,1
"Otra lengua nativa (058)",119,26,8,5,80
"Castellano (059)",85719,15661,4380,1225,64523
"Es Sordomudo/a (061)",113,28,1,1,83
"Hombres (063)",45084,7420,2422,788,34510
"Quechua (064)",15,1,,,14
"Aymara (065)",5,1,,,4
"Asháninka (066)",2,1,,1,
"Otra lengua nativa (067)",65,15,4,5,41
"Castellano (068)",44934,7386,2417,781,34406
"Es Sordomudo/a (070)",63,16,1,1,45
"Mujeres (072)",40918,8304,1970,444,30214
"Quechua (073)",24,6,3,,15
"Aymara (074)",4,,,,4
"Asháninka (075)",1,,,,1
"Otra lengua nativa (076)",54,11,4,,39
"Castellano (077)",40785,8275,1963,444,30117
"Es Sordomudo/a (079)",50,12,,,38
