"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUALGAYOC (000)",84392,18071,4853,1088,60511
"Sin Nivel (001)",21442,3919,467,123,16937
"Educación Inicial (002)",2019,1331,109,28,555
"Primaria (003)",41954,10347,1303,359,29959
"Secundaria (004)",14049,2308,1208,239,10303
"Sup. no Univ. Incompleta (005)",1297,54,233,42,978
"Sup. no Univ. Completa (006)",2240,68,900,120,1170
"Sup. Univ. Incompleta (007)",410,13,91,28,282
"Sup. Univ. Completa (008)",981,31,542,149,327
"Hombres (010)",40851,8908,2885,701,28468
"Sin Nivel (011)",5977,1739,186,52,4002
"Educación Inicial (012)",1005,680,46,12,269
"Primaria (013)",22130,5087,702,226,16126
"Secundaria (014)",8780,1320,806,160,6502
"Sup. no Univ. Incompleta (015)",744,24,166,32,532
"Sup. no Univ. Completa (016)",1300,31,540,84,662
"Sup. Univ. Incompleta (017)",271,11,66,21,177
"Sup. Univ. Completa (018)",644,16,373,114,198
"Mujeres (020)",43541,9163,1968,387,32043
"Sin Nivel (021)",15465,2180,281,71,12935
"Educación Inicial (022)",1014,651,63,16,286
"Primaria (023)",19824,5260,601,133,13833
"Secundaria (024)",5269,988,402,79,3801
"Sup. no Univ. Incompleta (025)",553,30,67,10,446
"Sup. no Univ. Completa (026)",940,37,360,36,508
"Sup. Univ. Incompleta (027)",139,2,25,7,105
"Sup. Univ. Completa (028)",337,15,169,35,129
,,,,,
"URBANA (030)",19308,2197,3648,642,12931
"Sin Nivel (031)",2978,420,257,43,2258
"Educación Inicial (032)",408,145,80,12,172
"Primaria (033)",6932,1040,780,132,4982
"Secundaria (034)",4981,457,935,154,3443
"Sup. no Univ. Incompleta (035)",943,40,205,37,671
"Sup. no Univ. Completa (036)",1862,60,816,100,903
"Sup. Univ. Incompleta (037)",340,10,79,27,228
"Sup. Univ. Completa (038)",864,25,496,137,274
"Hombres (040)",9880,1069,2180,420,6307
"Sin Nivel (041)",869,175,107,19,568
"Educación Inicial (042)",186,71,33,3,79
"Primaria (043)",3599,520,414,80,2587
"Secundaria (044)",2912,244,612,101,1962
"Sup. no Univ. Incompleta (045)",515,14,145,27,339
"Sup. no Univ. Completa (046)",1025,24,475,65,477
"Sup. Univ. Incompleta (047)",219,8,56,20,139
"Sup. Univ. Completa (048)",555,13,338,105,156
"Mujeres (050)",9428,1128,1468,222,6624
"Sin Nivel (051)",2109,245,150,24,1690
"Educación Inicial (052)",222,74,47,9,93
"Primaria (053)",3333,520,366,52,2395
"Secundaria (054)",2069,213,323,53,1481
"Sup. no Univ. Incompleta (055)",428,26,60,10,332
"Sup. no Univ. Completa (056)",837,36,341,35,426
"Sup. Univ. Incompleta (057)",121,2,23,7,89
"Sup. Univ. Completa (058)",309,12,158,32,118
,,,,,
"RURAL (060)",65084,15874,1205,446,47580
"Sin Nivel (061)",18464,3499,210,80,14679
"Educación Inicial (062)",1611,1186,29,16,383
"Primaria (063)",35022,9307,523,227,24977
"Secundaria (064)",9068,1851,273,85,6860
"Sup. no Univ. Incompleta (065)",354,14,28,5,307
"Sup. no Univ. Completa (066)",378,8,84,20,267
"Sup. Univ. Incompleta (067)",70,3,12,1,54
"Sup. Univ. Completa (068)",117,6,46,12,53
"Hombres (070)",30971,7839,705,281,22161
"Sin Nivel (071)",5108,1564,79,33,3434
"Educación Inicial (072)",819,609,13,9,190
"Primaria (073)",18531,4567,288,146,13539
"Secundaria (074)",5868,1076,194,59,4540
"Sup. no Univ. Incompleta (075)",229,10,21,5,193
"Sup. no Univ. Completa (076)",275,7,65,19,185
"Sup. Univ. Incompleta (077)",52,3,10,1,38
"Sup. Univ. Completa (078)",89,3,35,9,42
"Mujeres (080)",34113,8035,500,165,25419
"Sin Nivel (081)",13356,1935,131,47,11245
"Educación Inicial (082)",792,577,16,7,193
"Primaria (083)",16491,4740,235,81,11438
"Secundaria (084)",3200,775,79,26,2320
"Sup. no Univ. Incompleta (085)",125,4,7,,114
"Sup. no Univ. Completa (086)",103,1,19,1,82
"Sup. Univ. Incompleta (087)",18,,2,,16
"Sup. Univ. Completa (088)",28,3,11,3,11
