"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUARAL (000)",68443,719,22960,24567,16623,3574
"Empleado (001)",14691,63,5581,5841,2959,247
"Obrero (002)",20299,184,7932,7166,4304,713
"Trabajador independiente (003)",23788,127,5711,8761,7249,1940
"Empleador o patrono (004)",1813,,284,607,649,273
"Trabajador familiar no remunerado (005)",3433,281,1236,920,723,273
"Trabajador del hogar (006)",1834,24,884,565,324,37
"Desocupado (008)",2585,40,1332,707,415,91
"Hombres (009)",45130,494,15130,15620,11199,2687
"Empleado (010)",8084,39,2869,3182,1812,182
"Obrero (011)",16082,147,6432,5513,3388,602
"Trabajador independiente (012)",16175,94,4006,5677,4927,1471
"Empleador o patrono (013)",1423,,207,451,521,244
"Trabajador familiar no remunerado (014)",1578,181,760,318,207,112
"Trabajador del hogar (015)",69,4,26,13,21,5
"Desocupado (017)",1719,29,830,466,323,71
"Mujeres (018)",23313,225,7830,8947,5424,887
"Empleado (019)",6607,24,2712,2659,1147,65
"Obrero (020)",4217,37,1500,1653,916,111
"Trabajador independiente (021)",7613,33,1705,3084,2322,469
"Empleador o patrono (022)",390,,77,156,128,29
"Trabajador familiar no remunerado (023)",1855,100,476,602,516,161
"Trabajador del hogar (024)",1765,20,858,552,303,32
"Desocupado (026)",866,11,502,241,92,20
,,,,,,
"URBANA (027)",56584,592,18858,20616,13823,2695
"Empleado (028)",13600,60,5134,5405,2770,231
"Obrero (029)",14409,122,5593,5127,3087,480
"Trabajador independiente (030)",20860,119,5074,7784,6352,1531
"Empleador o patrono (031)",1222,,214,460,407,141
"Trabajador familiar no remunerado (032)",2585,231,915,688,546,205
"Trabajador del hogar (033)",1598,24,748,502,294,30
"Desocupado (035)",2310,36,1180,650,367,77
"Hombres (036)",36501,401,12169,12858,9089,1984
"Empleado (037)",7424,39,2604,2926,1686,169
"Obrero (038)",11610,103,4619,4030,2449,409
"Trabajador independiente (039)",13899,87,3526,4949,4202,1135
"Empleador o patrono (040)",897,,146,322,304,125
"Trabajador familiar no remunerado (041)",1069,141,511,189,146,82
"Trabajador del hogar (042)",56,4,19,11,19,3
"Desocupado (044)",1546,27,744,431,283,61
"Mujeres (045)",20083,191,6689,7758,4734,711
"Empleado (046)",6176,21,2530,2479,1084,62
"Obrero (047)",2799,19,974,1097,638,71
"Trabajador independiente (048)",6961,32,1548,2835,2150,396
"Empleador o patrono (049)",325,,68,138,103,16
"Trabajador familiar no remunerado (050)",1516,90,404,499,400,123
"Trabajador del hogar (051)",1542,20,729,491,275,27
"Desocupado (053)",764,9,436,219,84,16
,,,,,,
"RURAL (054)",11859,127,4102,3951,2800,879
"Empleado (055)",1091,3,447,436,189,16
"Obrero (056)",5890,62,2339,2039,1217,233
"Trabajador independiente (057)",2928,8,637,977,897,409
"Empleador o patrono (058)",591,,70,147,242,132
"Trabajador familiar no remunerado (059)",848,50,321,232,177,68
"Trabajador del hogar (060)",236,,136,63,30,7
"Desocupado (062)",275,4,152,57,48,14
"Hombres (063)",8629,93,2961,2762,2110,703
"Empleado (064)",660,,265,256,126,13
"Obrero (065)",4472,44,1813,1483,939,193
"Trabajador independiente (066)",2276,7,480,728,725,336
"Empleador o patrono (067)",526,,61,129,217,119
"Trabajador familiar no remunerado (068)",509,40,249,129,61,30
"Trabajador del hogar (069)",13,,7,2,2,2
"Desocupado (071)",173,2,86,35,40,10
"Mujeres (072)",3230,34,1141,1189,690,176
"Empleado (073)",431,3,182,180,63,3
"Obrero (074)",1418,18,526,556,278,40
"Trabajador independiente (075)",652,1,157,249,172,73
"Empleador o patrono (076)",65,,9,18,25,13
"Trabajador familiar no remunerado (077)",339,10,72,103,116,38
"Trabajador del hogar (078)",223,,129,61,28,5
"Desocupado (080)",102,2,66,22,8,4
