"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PUERTO INCA (000)",21020,3596,893,350,16193
"Conviviente (001)",8594,800,317,119,7365
"Separado(a) (002)",641,49,20,8,564
"Casado(a) (003)",3831,224,243,93,3273
"Viudo(a) (004)",513,25,8,3,477
"Divorciado(a) (005)",73,3,2,4,64
"Soltero(a) (006)",7368,2495,303,123,4450
"Hombres (008)",11806,1762,469,238,9348
"Conviviente (009)",4330,246,155,75,3861
"Separado(a) (010)",332,15,6,5,306
"Casado(a) (011)",1977,93,143,65,1677
"Viudo(a) (012)",222,8,3,2,209
"Divorciado(a) (013)",46,,1,2,43
"Soltero(a) (014)",4899,1400,161,89,3252
"Mujeres (016)",9214,1834,424,112,6845
"Conviviente (017)",4264,554,162,44,3504
"Separado(a) (018)",309,34,14,3,258
"Casado(a) (019)",1854,131,100,28,1596
"Viudo(a) (020)",291,17,5,1,268
"Divorciado(a) (021)",27,3,1,2,21
"Soltero(a) (022)",2469,1095,142,34,1198
,,,,,
"URBANA (024)",4457,800,419,111,3130
"Conviviente (025)",1591,155,116,22,1299
"Separado(a) (026)",162,15,12,1,134
"Casado(a) (027)",901,56,145,38,663
"Viudo(a) (028)",91,5,3,,83
"Divorciado(a) (029)",26,3,1,3,19
"Soltero(a) (030)",1686,566,142,47,932
"Hombres (032)",2328,368,215,83,1665
"Conviviente (033)",765,42,56,15,653
"Separado(a) (034)",57,5,2,,50
"Casado(a) (035)",458,24,81,28,326
"Viudo(a) (036)",29,1,1,,27
"Divorciado(a) (037)",11,,,2,9
"Soltero(a) (038)",1008,296,75,38,600
"Mujeres (040)",2129,432,204,28,1465
"Conviviente (041)",826,113,60,7,646
"Separado(a) (042)",105,10,10,1,84
"Casado(a) (043)",443,32,64,10,337
"Viudo(a) (044)",62,4,2,,56
"Divorciado(a) (045)",15,3,1,1,10
"Soltero(a) (046)",678,270,67,9,332
,,,,,
"RURAL (048)",16563,2796,474,239,13063
"Conviviente (049)",7003,645,201,97,6066
"Separado(a) (050)",479,34,8,7,430
"Casado(a) (051)",2930,168,98,55,2610
"Viudo(a) (052)",422,20,5,3,394
"Divorciado(a) (053)",47,,1,1,45
"Soltero(a) (054)",5682,1929,161,76,3518
"Hombres (056)",9478,1394,254,155,7683
"Conviviente (057)",3565,204,99,60,3208
"Separado(a) (058)",275,10,4,5,256
"Casado(a) (059)",1519,69,62,37,1351
"Viudo(a) (060)",193,7,2,2,182
"Divorciado(a) (061)",35,,1,,34
"Soltero(a) (062)",3891,1104,86,51,2652
"Mujeres (064)",7085,1402,220,84,5380
"Conviviente (065)",3438,441,102,37,2858
"Separado(a) (066)",204,24,4,2,174
"Casado(a) (067)",1411,99,36,18,1259
"Viudo(a) (068)",229,13,3,1,212
"Divorciado(a) (069)",12,,,1,11
"Soltero(a) (070)",1791,825,75,25,866
