"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia OTUZCO",,,,,,,,,
"Viviendas particulares (001)",11066,2829,1233,112,373,12,10,28,6469
"Ocupantes presentes (002)",44342,10847,4616,382,1557,49,46,100,26745
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",10945,2782,1179,108,372,12,10,28,6454
"Ocupantes presentes (005)",43867,10612,4430,371,1556,49,46,100,26703
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",22,7,3,3,1,,,,8
"Ocupantes presentes (008)",50,21,6,10,1,,,,12
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",24,11,11,,,,,,2
"Ocupantes presentes (011)",105,55,47,,,,,,3
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",69,27,40,1,,,,,1
"Ocupantes presentes (014)",288,150,133,1,,,,,4
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",3,,,,,,,,3
"Ocupantes presentes (017)",18,,,,,,,,18
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,2,,,,,,,
"Ocupantes presentes (020)",9,9,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,,,,,,,1
"Ocupantes presentes (023)",5,,,,,,,,5
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4396,2556,1082,98,47,9,4,5,595
"Ocupantes presentes (029)",16294,9655,4010,312,174,36,15,11,2081
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4278,2509,1028,94,46,9,4,5,583
"Ocupantes presentes (032)",15837,9420,3824,301,173,36,15,11,2057
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",22,7,3,3,1,,,,8
"Ocupantes presentes (035)",50,21,6,10,1,,,,12
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",24,11,11,,,,,,2
"Ocupantes presentes (038)",105,55,47,,,,,,3
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",69,27,40,1,,,,,1
"Ocupantes presentes (041)",288,150,133,1,,,,,4
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,2,,,,,,,
"Ocupantes presentes (047)",9,9,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",5,,,,,,,,5
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",6670,273,151,14,326,3,6,23,5874
"Ocupantes presentes (056)",28048,1192,606,70,1383,13,31,89,24664
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",6667,273,151,14,326,3,6,23,5871
"Ocupantes presentes (059)",28030,1192,606,70,1383,13,31,89,24646
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",3,,,,,,,,3
"Ocupantes presentes (071)",18,,,,,,,,18
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
