"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia SUCRE",,,,,
"Viviendas particulares (001)",575,130,62,254,129
"Ocupantes presentes (002)",1984,392,191,936,465
"Casa independiente",,,,,
"Viviendas particulares (004)",570,129,62,253,126
"Ocupantes presentes (005)",1974,391,191,935,457
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",5,1,,1,3
"Ocupantes presentes (014)",10,1,,1,8
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",451,67,55,221,108
"Ocupantes presentes (029)",1619,233,166,815,405
"Casa independiente",,,,,
"Viviendas particulares (031)",446,66,55,220,105
"Ocupantes presentes (032)",1609,232,166,814,397
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",5,1,,1,3
"Ocupantes presentes (041)",10,1,,1,8
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",124,63,7,33,21
"Ocupantes presentes (056)",365,159,25,121,60
"Casa independiente",,,,,
"Viviendas particulares (058)",124,63,7,33,21
"Ocupantes presentes (059)",365,159,25,121,60
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
