"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia HUAMANGA (000)",55557,711,20056,16930,6799,2579,1121,376,39,,6946
"Conviviente (001)",14848,173,5698,4805,1760,575,161,49,2,,1625
"Separado(a) (002)",3970,76,1570,1284,501,211,74,20,2,,232
"Casado(a) (003)",24235,277,9233,7781,3175,1191,562,189,18,,1809
"Viudo(a) (004)",5273,120,1980,1476,581,238,179,94,7,,598
"Divorciado(a) (005)",417,7,151,135,54,17,13,5,1,,34
"Soltero(a) (006)",6814,58,1424,1449,728,347,132,19,9,,2648
,,,,,,,,,,,
"URBANA (008)",40303,496,13361,12333,5549,2161,906,282,24,,5191
"Conviviente (009)",11626,126,4194,3871,1524,502,138,36,1,,1234
"Separado(a) (010)",3235,58,1261,1047,427,178,62,17,2,,183
"Casado(a) (011)",16164,171,5500,5225,2522,996,450,143,8,,1149
"Viudo(a) (012)",3467,91,1255,951,411,170,131,66,5,,387
"Divorciado(a) (013)",351,7,124,116,46,15,11,4,1,,27
"Soltero(a) (014)",5460,43,1027,1123,619,300,114,16,7,,2211
,,,,,,,,,,,
"RURAL (016)",15254,215,6695,4597,1250,418,215,94,15,,1755
"Conviviente (017)",3222,47,1504,934,236,73,23,13,1,,391
"Separado(a) (018)",735,18,309,237,74,33,12,3,,,49
"Casado(a) (019)",8071,106,3733,2556,653,195,112,46,10,,660
"Viudo(a) (020)",1806,29,725,525,170,68,48,28,2,,211
"Divorciado(a) (021)",66,,27,19,8,2,2,1,,,7
"Soltero(a) (022)",1354,15,397,326,109,47,18,3,2,,437
