"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MOYOBAMBA (000)",115389,24039,14748,4643,72163
"Menos de 1 año (001)",2684,1429,408,89,760
"De 1 a 14 años (002)",39618,15035,5203,1629,17801
"De 15 a 29 años (003)",32400,4074,2606,1089,24661
"De 30 a 44 años (004)",22302,2007,3583,861,15920
"De 45 a 64 años (005)",13727,1159,2267,660,9690
"De 65 y mas años (006)",4658,335,681,315,3331
"Hombres (008)",59829,11868,7271,2473,38348
"Menos de 1 año (009)",1386,744,212,47,383
"De 1 a 14 años (010)",20309,7769,2677,807,9084
"De 15 a 29 años (011)",16634,1734,1162,585,13171
"De 30 a 44 años (012)",11655,888,1642,475,8697
"De 45 a 64 años (013)",7524,580,1213,376,5389
"De 65 y mas años (014)",2321,153,365,183,1624
"Mujeres (016)",55560,12171,7477,2170,33815
"Menos de 1 año (017)",1298,685,196,42,377
"De 1 a 14 años (018)",19309,7266,2526,822,8717
"De 15 a 29 años (019)",15766,2340,1444,504,11490
"De 30 a 44 años (020)",10647,1119,1941,386,7223
"De 45 a 64 años (021)",6203,579,1054,284,4301
"De 65 y mas años (022)",2337,182,316,132,1707
,,,,,
"URBANA (024)",68406,12872,12872,3653,39181
"Menos de 1 año (025)",1330,650,287,51,343
"De 1 a 14 años (026)",21195,7361,4206,1121,8547
"De 15 a 29 años (027)",18896,2470,2248,895,13305
"De 30 a 44 años (028)",14385,1306,3361,726,9052
"De 45 a 64 años (029)",9243,828,2125,581,5755
"De 65 y mas años (030)",3357,257,645,279,2179
"Hombres (032)",34452,6265,6275,1973,20049
"Menos de 1 año (033)",689,338,149,24,178
"De 1 a 14 años (034)",10791,3738,2164,557,4355
"De 15 a 29 años (035)",9257,1111,984,497,6678
"De 30 a 44 años (036)",7143,559,1510,410,4703
"De 45 a 64 años (037)",4987,410,1125,328,3156
"De 65 y mas años (038)",1585,109,343,157,979
"Mujeres (040)",33954,6607,6597,1680,19132
"Menos de 1 año (041)",641,312,138,27,165
"De 1 a 14 años (042)",10404,3623,2042,564,4192
"De 15 a 29 años (043)",9639,1359,1264,398,6627
"De 30 a 44 años (044)",7242,747,1851,316,4349
"De 45 a 64 años (045)",4256,418,1000,253,2599
"De 65 y mas años (046)",1772,148,302,122,1200
,,,,,
"RURAL (048)",46983,11167,1876,990,32982
"Menos de 1 año (049)",1354,779,121,38,417
"De 1 a 14 años (050)",18423,7674,997,508,9254
"De 15 a 29 años (051)",13504,1604,358,194,11356
"De 30 a 44 años (052)",7917,701,222,135,6868
"De 45 a 64 años (053)",4484,331,142,79,3935
"De 65 y mas años (054)",1301,78,36,36,1152
"Hombres (056)",25377,5603,996,500,18299
"Menos de 1 año (057)",697,406,63,23,205
"De 1 a 14 años (058)",9518,4031,513,250,4729
"De 15 a 29 años (059)",7377,623,178,88,6493
"De 30 a 44 años (060)",4512,329,132,65,3994
"De 45 a 64 años (061)",2537,170,88,48,2233
"De 65 y mas años (062)",736,44,22,26,645
"Mujeres (064)",21606,5564,880,490,14683
"Menos de 1 año (065)",657,373,58,15,212
"De 1 a 14 años (066)",8905,3643,484,258,4525
"De 15 a 29 años (067)",6127,981,180,106,4863
"De 30 a 44 años (068)",3405,372,90,70,2874
"De 45 a 64 años (069)",1947,161,54,31,1702
"De 65 y mas años (070)",565,34,14,10,507
