"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia RECUAY (000)",10969,4895,231,165,5315,112,8,25,,218
"Hombres (001)",3923,2558,168,110,874,50,7,12,,144
"Mujeres (002)",7046,2337,63,55,4441,62,1,13,,74
"De 06 a 14 años (003)",3340,3199,,,77,31,,3,,30
"Hombres (004)",1698,1636,,,30,17,,2,,13
"Mujeres (005)",1642,1563,,,47,14,,1,,17
"De 15 a 29 años (006)",2943,1662,2,27,1201,,4,8,,39
"Hombres (007)",1129,901,1,12,183,,3,3,,26
"Mujeres (008)",1814,761,1,15,1018,,1,5,,13
"De 30 a 44 años (009)",1410,31,3,25,1305,,2,2,,42
"Hombres (010)",213,19,,15,146,,2,,,31
"Mujeres (011)",1197,12,3,10,1159,,,2,,11
"De 45 a 64 años (012)",1663,3,62,37,1500,,2,5,,54
"Hombres (013)",359,2,43,28,241,,2,3,,40
"Mujeres (014)",1304,1,19,9,1259,,,2,,14
"De 65 y más años (015)",1613,,164,76,1232,81,,7,,53
"Hombres (016)",524,,124,55,274,33,,4,,34
"Mujeres (017)",1089,,40,21,958,48,,3,,19
,,,,,,,,,,
"AREA URBANA (018)",6128,2754,171,105,2926,67,,20,,85
"Hombres (019)",2201,1449,122,64,484,28,,10,,44
"Mujeres (020)",3927,1305,49,41,2442,39,,10,,41
"De 06 a 14 años (021)",1848,1774,,,39,15,,3,,17
"Hombres (022)",948,915,,,15,8,,2,,8
"Mujeres (023)",900,859,,,24,7,,1,,9
"De 15 a 29 años (024)",1668,959,,18,667,,,5,,19
"Hombres (025)",648,520,,9,107,,,2,,10
"Mujeres (026)",1020,439,,9,560,,,3,,9
"De 30 a 44 años (027)",770,20,,17,712,,,2,,19
"Hombres (028)",113,13,,8,79,,,,,13
"Mujeres (029)",657,7,,9,633,,,2,,6
"De 45 a 64 años (030)",898,1,48,23,807,,,5,,14
"Hombres (031)",194,1,33,18,132,,,3,,7
"Mujeres (032)",704,,15,5,675,,,2,,7
"De 65 y más años (033)",944,,123,47,701,52,,5,,16
"Hombres (034)",298,,89,29,151,20,,3,,6
"Mujeres (035)",646,,34,18,550,32,,2,,10
,,,,,,,,,,
"AREA RURAL (036)",4841,2141,60,60,2389,45,8,5,,133
"Hombres (037)",1722,1109,46,46,390,22,7,2,,100
"Mujeres (038)",3119,1032,14,14,1999,23,1,3,,33
"De 06 a 14 años (039)",1492,1425,,,38,16,,,,13
"Hombres (040)",750,721,,,15,9,,,,5
"Mujeres (041)",742,704,,,23,7,,,,8
"De 15 a 29 años (042)",1275,703,2,9,534,,4,3,,20
"Hombres (043)",481,381,1,3,76,,3,1,,16
"Mujeres (044)",794,322,1,6,458,,1,2,,4
"De 30 a 44 años (045)",640,11,3,8,593,,2,,,23
"Hombres (046)",100,6,,7,67,,2,,,18
"Mujeres (047)",540,5,3,1,526,,,,,5
"De 45 a 64 años (048)",765,2,14,14,693,,2,,,40
"Hombres (049)",165,1,10,10,109,,2,,,33
"Mujeres (050)",600,1,4,4,584,,,,,7
"De 65 y más años (051)",669,,41,29,531,29,,2,,37
"Hombres (052)",226,,35,26,123,13,,1,,28
"Mujeres (053)",443,,6,3,408,16,,1,,9
