"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia BOLIVAR (000)",8436,6369,2067
"De 3 a 5 años (001)",1491,49,1442
"De 6 a 11 años (002)",2825,2360,465
"De 12 a 16 años (003)",2294,2242,52
"De 17 a 24 años (004)",1826,1718,108
"Hombres (005)",4405,3332,1073
"De 3 a 5 años (006)",788,24,764
"De 6 a 11 años (007)",1450,1218,232
"De 12 a 16 años (008)",1216,1188,28
"De 17 a 24 años (009)",951,902,49
"Mujeres (010)",4031,3037,994
"De 3 a 5 años (011)",703,25,678
"De 6 a 11 años (012)",1375,1142,233
"De 12 a 16 años (013)",1078,1054,24
"De 17 a 24 años (014)",875,816,59
,,,
"URBANA (015)",2740,2237,503
"De 3 a 5 años (016)",427,29,398
"De 6 a 11 años (017)",875,795,80
"De 12 a 16 años (018)",849,843,6
"De 17 a 24 años (019)",589,570,19
"Hombres (020)",1390,1131,259
"De 3 a 5 años (021)",224,16,208
"De 6 a 11 años (022)",446,403,43
"De 12 a 16 años (023)",420,418,2
"De 17 a 24 años (024)",300,294,6
"Mujeres (025)",1350,1106,244
"De 3 a 5 años (026)",203,13,190
"De 6 a 11 años (027)",429,392,37
"De 12 a 16 años (028)",429,425,4
"De 17 a 24 años (029)",289,276,13
,,,
"RURAL (030)",5696,4132,1564
"De 3 a 5 años (031)",1064,20,1044
"De 6 a 11 años (032)",1950,1565,385
"De 12 a 16 años (033)",1445,1399,46
"De 17 a 24 años (034)",1237,1148,89
"Hombres (035)",3015,2201,814
"De 3 a 5 años (036)",564,8,556
"De 6 a 11 años (037)",1004,815,189
"De 12 a 16 años (038)",796,770,26
"De 17 a 24 años (039)",651,608,43
"Mujeres (040)",2681,1931,750
"De 3 a 5 años (041)",500,12,488
"De 6 a 11 años (042)",946,750,196
"De 12 a 16 años (043)",649,629,20
"De 17 a 24 años (044)",586,540,46
