"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia REQUENA (000)",831,55,455,211,88,22
"Sin nivel (001)",15,3,3,4,2,3
"Educación inicial (002)",1,1,,,,
"Primaria (003)",315,41,122,83,55,14
"Secundaria (004)",418,10,281,99,24,4
"Superior no univ. incompleta (005)",20,,11,4,4,1
"Superior no univ. completa (006)",36,,22,13,1,
"Superior univ. incompleta (007)",7,,4,3,,
"Superior univ. completa (008)",19,,12,5,2,
"Hombres (010)",606,32,324,162,69,19
"Sin nivel (011)",11,3,3,2,1,2
"Primaria (013)",224,22,86,62,42,12
"Secundaria (014)",316,7,204,81,20,4
"Superior no univ. incompleta (015)",14,,5,4,4,1
"Superior no univ. completa (016)",23,,15,8,,
"Superior univ. incompleta (017)",5,,3,2,,
"Superior univ. completa (018)",13,,8,3,2,
"Mujeres (020)",225,23,131,49,19,3
"Sin nivel (021)",4,,,2,1,1
"Educación inicial (022)",1,1,,,,
"Primaria (023)",91,19,36,21,13,2
"Secundaria (024)",102,3,77,18,4,
"Superior no univ. incompleta (025)",6,,6,,,
"Superior no univ. completa (026)",13,,7,5,1,
"Superior univ. incompleta (027)",2,,1,1,,
"Superior univ. completa (028)",6,,4,2,,
,,,,,,
"Area Urbana (030)",599,27,330,157,72,13
"Sin nivel (031)",7,1,1,2,2,1
"Educación inicial (032)",1,1,,,,
"Primaria (033)",179,18,62,48,44,7
"Secundaria (034)",343,7,225,85,22,4
"Superior no univ. incompleta (035)",17,,11,3,2,1
"Superior no univ. completa (036)",29,,16,12,1,
"Superior univ. incompleta (037)",5,,3,2,,
"Superior univ. completa (038)",18,,12,5,1,
"Hombres (040)",432,18,231,117,55,11
"Sin nivel (041)",4,1,1,1,1,
"Primaria (043)",126,11,43,33,33,6
"Secundaria (044)",259,6,162,69,18,4
"Superior no univ. incompleta (045)",11,,5,3,2,1
"Superior no univ. completa (046)",17,,10,7,,
"Superior univ. incompleta (047)",3,,2,1,,
"Superior univ. completa (048)",12,,8,3,1,
"Mujeres (050)",167,9,99,40,17,2
"Sin nivel (051)",3,,,1,1,1
"Educación inicial (052)",1,1,,,,
"Primaria (053)",53,7,19,15,11,1
"Secundaria (054)",84,1,63,16,4,
"Superior no univ. incompleta (055)",6,,6,,,
"Superior no univ. completa (056)",12,,6,5,1,
"Superior univ. incompleta (057)",2,,1,1,,
"Superior univ. completa (058)",6,,4,2,,
,,,,,,
"Area Rural (060)",232,28,125,54,16,9
"Sin nivel (061)",8,2,2,2,,2
"Primaria (063)",136,23,60,35,11,7
"Secundaria (064)",75,3,56,14,2,
"Superior no univ. incompleta (065)",3,,,1,2,
"Superior no univ. completa (066)",7,,6,1,,
"Superior univ. incompleta (067)",2,,1,1,,
"Superior univ. completa (068)",1,,,,1,
"Hombres (070)",174,14,93,45,14,8
"Sin nivel (071)",7,2,2,1,,2
"Primaria (073)",98,11,43,29,9,6
"Secundaria (074)",57,1,42,12,2,
"Superior no univ. incompleta (075)",3,,,1,2,
"Superior no univ. completa (076)",6,,5,1,,
"Superior univ. incompleta (077)",2,,1,1,,
"Superior univ. completa (078)",1,,,,1,
"Mujeres (080)",58,14,32,9,2,1
"Sin nivel (081)",1,,,1,,
"Primaria (083)",38,12,17,6,2,1
"Secundaria (084)",18,2,14,2,,
"Superior no univ. completa (086)",1,,1,,,
