"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PAITA (000)",28103,159,554,1431,2798,5798,11244,6119
"De 12 a 14 años (001)",26,,,,,,3,23
"De 15 a 19 años (002)",827,,,,,,481,346
"De 20 a 24 años (003)",3369,,,,,3,2093,1273
"De 25 a 29 años (004)",4263,,,,,180,3041,1042
"De 30 a 34 años (005)",3981,,,,1,549,2673,758
"De 35 a 39 años (006)",3567,,,,22,1110,1832,603
"De 40 a 44 años (007)",2959,,,,162,1527,832,438
"De 45 a 49 años (008)",2372,,,5,463,1325,246,333
"De 50 y más años (009)",6739,159,554,1426,2150,1104,43,1303
"PEA (010)",6955,2,31,165,608,1832,2515,1802
"De 12 a 14 años (011)",4,,,,,,,4
"De 15 a 19 años (012)",99,,,,,,48,51
"De 20 a 24 años (013)",699,,,,,2,346,351
"De 25 a 29 años (014)",1064,,,,,64,611,389
"De 30 a 34 años (015)",1115,,,,1,203,654,257
"De 35 a 39 años (016)",1134,,,,9,396,501,228
"De 40 a 44 años (017)",1000,,,,62,492,267,179
"De 45 a 49 años (018)",779,,,2,152,418,77,130
"De 50 y más años (019)",1061,2,31,163,384,257,11,213
"Ocupada (020)",6641,2,31,164,590,1773,2396,1685
"De 12 a 14 años (021)",4,,,,,,,4
"De 15 a 19 años (022)",90,,,,,,44,46
"De 20 a 24 años (023)",637,,,,,2,316,319
"De 25 a 29 años (024)",996,,,,,60,581,355
"De 30 a 34 años (025)",1063,,,,1,196,624,242
"De 35 a 39 años (026)",1097,,,,9,388,485,215
"De 40 a 44 años (027)",959,,,,59,469,261,170
"De 45 a 49 años (028)",757,,,2,148,409,74,124
"De 50 y más años (029)",1038,2,31,162,373,249,11,210
"Desocupada (030)",314,,,1,18,59,119,117
"De 15 a 19 años (032)",9,,,,,,4,5
"De 20 a 24 años (033)",62,,,,,,30,32
"De 25 a 29 años (034)",68,,,,,4,30,34
"De 30 a 34 años (035)",52,,,,,7,30,15
"De 35 a 39 años (036)",37,,,,,8,16,13
"De 40 a 44 años (037)",41,,,,3,23,6,9
"De 45 a 49 años (038)",22,,,,4,9,3,6
"De 50 y más años (039)",23,,,1,11,8,,3
"No PEA (040)",21148,157,523,1266,2190,3966,8729,4317
"De 12 a 14 años (041)",22,,,,,,3,19
"De 15 a 19 años (042)",728,,,,,,433,295
"De 20 a 24 años (043)",2670,,,,,1,1747,922
"De 25 a 29 años (044)",3199,,,,,116,2430,653
"De 30 a 34 años (045)",2866,,,,,346,2019,501
"De 35 a 39 años (046)",2433,,,,13,714,1331,375
"De 40 a 44 años (047)",1959,,,,100,1035,565,259
