"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia YAULI (000)",1691,1346,345
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",308,307,1
"Casa pensión (003)",10,10,
"Hospital, clinica (004)",92,92,
"Cárcel, centro de readaptación social (005)",117,117,
"Otro (008)",674,330,344
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",490,490,
