"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia SANTA CRUZ",,,,,
"Viviendas particulares (001)",249,72,27,42,108
"Ocupantes presentes (002)",976,272,111,170,423
"Casa independiente",,,,,
"Viviendas particulares (004)",242,65,27,42,108
"Ocupantes presentes (005)",950,246,111,170,423
"Departamento en edificio",,,,,
"Viviendas particulares (007)",4,4,,,
"Ocupantes presentes (008)",20,20,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",1,1,,,
"Ocupantes presentes (020)",1,1,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",2,2,,,
"Ocupantes presentes (023)",5,5,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",52,16,5,13,18
"Ocupantes presentes (029)",211,70,10,52,79
"Casa independiente",,,,,
"Viviendas particulares (031)",46,10,5,13,18
"Ocupantes presentes (032)",186,45,10,52,79
"Departamento en edificio",,,,,
"Viviendas particulares (034)",4,4,,,
"Ocupantes presentes (035)",20,20,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",1,1,,,
"Ocupantes presentes (047)",1,1,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",1,1,,,
"Ocupantes presentes (050)",4,4,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",197,56,22,29,90
"Ocupantes presentes (056)",765,202,101,118,344
"Casa independiente",,,,,
"Viviendas particulares (058)",196,55,22,29,90
"Ocupantes presentes (059)",764,201,101,118,344
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (076)",1,1,,,
"Ocupantes presentes (077)",1,1,,,
"Otro tipo",,,,,
