"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ASCOPE (000)",33114,30942,86,7520,7422,5257,5954,2897,1312,494,2172,99201
"De 12 a 14 años (001)",41,23,2,19,2,,,,,,18,23
"De 15 a 19 años (002)",757,639,6,573,53,4,3,,,,118,703
"De 20 a 24 años (003)",2925,2380,8,1696,564,102,9,1,,,545,3172
"De 25 a 29 años (004)",3623,3155,9,1539,1098,400,102,6,1,,468,5402
"De 30 a 34 años (005)",3677,3418,3,1068,1319,644,352,31,1,,259,7322
"De 35 a 39 años (006)",3716,3513,8,772,1245,833,555,84,13,3,203,8799
"De 40 a 44 años (007)",3681,3508,7,580,1063,871,761,181,37,8,173,10146
"De 45 a 49 años (008)",3211,3074,7,411,759,738,806,271,65,17,137,10114
"De 50 y más años (009)",11483,11232,36,862,1319,1665,3366,2323,1195,466,251,53520
"PEA (010)",8271,7386,20,2175,1996,1335,1233,435,143,49,885,20018
"De 12 a 14 años (011)",4,2,1,1,,,,,,,2,1
"De 15 a 19 años (012)",74,58,2,47,8,1,,,,,16,66
"De 20 a 24 años (013)",645,430,1,327,80,20,2,,,,215,555
"De 25 a 29 años (014)",991,767,4,442,224,75,21,1,,,224,1206
"De 30 a 34 años (015)",1161,1018,2,407,360,161,77,10,1,,143,2004
"De 35 a 39 años (016)",1229,1134,2,315,404,248,144,18,2,1,95,2619
"De 40 a 44 años (017)",1235,1153,2,240,350,277,225,48,9,2,82,3133
"De 45 a 49 años (018)",1058,1002,2,177,279,229,228,70,12,5,56,3015
"De 50 y más años (019)",1874,1822,4,219,291,324,536,288,119,41,52,7419
"Ocupada (020)",7906,7141,20,2054,1933,1308,1208,428,141,49,765,19521
