"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia LUCANAS (000)",65414,1093,19752,15272,11896,10372,7029
"Hombres (001)",33680,555,10276,7972,6215,5350,3312
"Mujeres (002)",31734,538,9476,7300,5681,5022,3717
"Viviendas particulares (003)",64590,1091,19677,14976,11603,10232,7011
"Hombres (004)",33023,553,10231,7746,5960,5233,3300
"Mujeres (005)",31567,538,9446,7230,5643,4999,3711
"Viviendas colectivas (006)",431,,50,151,149,74,7
"Hombres (007)",346,,30,116,134,61,5
"Mujeres (008)",85,,20,35,15,13,2
"Otro tipo (009)",393,2,25,145,144,66,11
"Hombres (010)",311,2,15,110,121,56,7
"Mujeres (011)",82,,10,35,23,10,4
,,,,,,,
"URBANA (012)",38396,638,11416,9120,7178,5961,4083
"Hombres (013)",19136,327,5901,4567,3536,2985,1820
"Mujeres (014)",19260,311,5515,4553,3642,2976,2263
"Viviendas particulares (015)",37913,636,11380,8929,7016,5878,4074
"Hombres (016)",18765,325,5881,4429,3398,2918,1814
"Mujeres (017)",19148,311,5499,4500,3618,2960,2260
"Viviendas colectivas (018)",223,,18,95,66,41,3
"Hombres (019)",167,,8,68,55,33,3
"Mujeres (020)",56,,10,27,11,8,
"Otro tipo (021)",260,2,18,96,96,42,6
"Hombres (022)",204,2,12,70,83,34,3
"Mujeres (023)",56,,6,26,13,8,3
,,,,,,,
"RURAL (024)",27018,455,8336,6152,4718,4411,2946
"Hombres (025)",14544,228,4375,3405,2679,2365,1492
"Mujeres (026)",12474,227,3961,2747,2039,2046,1454
"Viviendas particulares (027)",26677,455,8297,6047,4587,4354,2937
"Hombres (028)",14258,228,4350,3317,2562,2315,1486
"Mujeres (029)",12419,227,3947,2730,2025,2039,1451
"Viviendas colectivas (030)",208,,32,56,83,33,4
"Hombres (031)",179,,22,48,79,28,2
"Mujeres (032)",29,,10,8,4,5,2
"Otro tipo (033)",133,,7,49,48,24,5
"Hombres (034)",107,,3,40,38,22,4
"Mujeres (035)",26,,4,9,10,2,1
