"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ALTO AMAZONAS (000)",33856,102652,91969,,2664,89.6,2.6
"De 12 a 14 años (001)",4153,46,45,,10,97.8,21.7
"De 15 a 19 años (002)",5472,1872,1820,460,97.2,24.6,
"De 20 a 24 años (003)",4081,5845,5654,696,96.7,11.9,
"De 25 a 29 años (004)",3763,9314,8988,581,96.5,6.2,
"De 30 a 34 años (005)",3115,10750,10193,437,94.8,4.1,
"De 35 a 39 años (006)",3126,13557,12699,325,93.7,2.4,
"De 40 a 44 años (007)",2542,12734,11699,125,91.9,1,
"De 45 a 49 años (008)",2047,11518,10231,30,88.8,0.3,
"De 50 y más años (009)",5557,37016,30640,,82.8,,
"PEA (010)",9841,32593,29398,548,90.2,1.7,
"De 12 a 14 años (011)",251,7,7,1,100,14.3,
"De 15 a 19 años (012)",1089,342,332,63,97.1,18.4,
"De 20 a 24 años (013)",1170,1310,1259,112,96.1,8.5,
"De 25 a 29 años (014)",1200,2374,2311,121,97.3,5.1,
"De 30 a 34 años (015)",1109,3153,3009,116,95.4,3.7,
"De 35 a 39 años (016)",1268,4725,4429,88,93.7,1.9,
"De 40 a 44 años (017)",1097,4913,4545,39,92.5,0.8,
"De 45 a 49 años (018)",869,4400,3930,8,89.3,0.2,
"De 50 y más años (019)",1788,11369,9576,,84.2,,
"Ocupada (020)",9530,31991,28846,529,90.2,1.7,
"De 12 a 14 años (021)",226,6,6,1,100,16.7,
"De 15 a 19 años (022)",1029,326,316,59,96.9,18.1,
"De 20 a 24 años (023)",1101,1258,1207,108,95.9,8.6,
"De 25 a 29 años (024)",1157,2320,2258,117,97.3,5,
"De 30 a 34 años (025)",1078,3093,2951,113,95.4,3.7,
"De 35 a 39 años (026)",1240,4631,4340,85,93.7,1.8,
"De 40 a 44 años (027)",1075,4808,4449,39,92.5,0.8,
"De 45 a 49 años (028)",862,4363,3893,7,89.2,0.2,
"De 50 y más años (029)",1762,11186,9426,,84.3,,
"Desocupada (030)",311,602,552,19,91.7,3.2,
"De 12 a 14 años (031)",25,1,1,,100,,
"De 15 a 19 años (032)",60,16,16,4,100,25,
"De 20 a 24 años (033)",69,52,52,4,100,7.7,
"De 25 a 29 años (034)",43,54,53,4,98.1,7.4,
