"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ASUNCION (000)",2278,24,646,846,555,207
"Empleado (001)",449,2,101,260,85,1
"Obrero (002)",431,2,165,166,73,25
"Trabajador independiente (003)",1067,4,233,352,332,146
"Empleador o patrono (004)",43,,8,14,14,7
"Trabajador familiar no remunerado (005)",219,15,106,39,38,21
"Trabajador del hogar (006)",69,1,33,15,13,7
"Hombres (008)",1694,16,459,614,443,162
"Empleado (009)",241,,47,140,54,
"Obrero (010)",378,2,150,143,63,20
"Trabajador independiente (011)",916,2,184,305,300,125
"Empleador o patrono (012)",41,,8,12,14,7
"Trabajador familiar no remunerado (013)",113,12,68,12,12,9
"Trabajador del hogar (014)",5,,2,2,,1
"Mujeres (016)",584,8,187,232,112,45
"Empleado (017)",208,2,54,120,31,1
"Obrero (018)",53,,15,23,10,5
"Trabajador independiente (019)",151,2,49,47,32,21
"Empleador o patrono (020)",2,,,2,,
"Trabajador familiar no remunerado (021)",106,3,38,27,26,12
"Trabajador del hogar (022)",64,1,31,13,13,6
,,,,,,
"URBANA (024)",821,11,249,369,155,37
"Empleado (025)",329,2,79,182,65,1
"Obrero (026)",161,2,69,65,18,7
"Trabajador independiente (027)",247,1,68,102,55,21
"Empleador o patrono (028)",11,,1,4,3,3
"Trabajador familiar no remunerado (029)",48,6,17,11,11,3
"Trabajador del hogar (030)",25,,15,5,3,2
"Hombres (032)",516,7,155,223,108,23
"Empleado (033)",163,,35,88,40,
"Obrero (034)",145,2,66,54,18,5
"Trabajador independiente (035)",177,,46,77,42,12
"Empleador o patrono (036)",10,,1,3,3,3
"Trabajador familiar no remunerado (037)",20,5,6,1,5,3
"Trabajador del hogar (038)",1,,1,,,
"Mujeres (040)",305,4,94,146,47,14
"Empleado (041)",166,2,44,94,25,1
"Obrero (042)",16,,3,11,,2
"Trabajador independiente (043)",70,1,22,25,13,9
"Empleador o patrono (044)",1,,,1,,
"Trabajador familiar no remunerado (045)",28,1,11,10,6,
"Trabajador del hogar (046)",24,,14,5,3,2
,,,,,,
"RURAL (048)",1457,13,397,477,400,170
"Empleado (049)",120,,22,78,20,
"Obrero (050)",270,,96,101,55,18
"Trabajador independiente (051)",820,3,165,250,277,125
"Empleador o patrono (052)",32,,7,10,11,4
"Trabajador familiar no remunerado (053)",171,9,89,28,27,18
"Trabajador del hogar (054)",44,1,18,10,10,5
"Hombres (056)",1178,9,304,391,335,139
"Empleado (057)",78,,12,52,14,
"Obrero (058)",233,,84,89,45,15
"Trabajador independiente (059)",739,2,138,228,258,113
"Empleador o patrono (060)",31,,7,9,11,4
"Trabajador familiar no remunerado (061)",93,7,62,11,7,6
"Trabajador del hogar (062)",4,,1,2,,1
"Mujeres (064)",279,4,93,86,65,31
"Empleado (065)",42,,10,26,6,
"Obrero (066)",37,,12,12,10,3
"Trabajador independiente (067)",81,1,27,22,19,12
"Empleador o patrono (068)",1,,,1,,
"Trabajador familiar no remunerado (069)",78,2,27,17,20,12
"Trabajador del hogar (070)",40,1,17,8,10,4
