"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ASCOPE (000)",91375,9425,29259,5886,47111
"Conviviente (001)",21248,2657,4249,1138,13253
"Separado(a) (002)",3160,331,600,172,2059
"Casado(a) (003)",28766,1918,15286,2282,9469
"Viudo(a) (004)",4190,208,2233,337,1418
"Divorciado(a) (005)",301,23,95,28,155
"Soltero(a) (006)",33710,4288,6796,1929,20757
"Hombres (008)",45601,3686,14902,3473,23733
"Conviviente (009)",10341,819,2414,721,6418
"Separado(a) (010)",965,45,267,76,578
"Casado(a) (011)",14181,753,7742,1310,4500
"Viudo(a) (012)",1128,37,636,100,356
"Divorciado(a) (013)",151,9,56,19,67
"Soltero(a) (014)",18835,2023,3787,1247,11814
"Mujeres (016)",45774,5739,14357,2413,23378
"Conviviente (017)",10907,1838,1835,417,6835
"Separado(a) (018)",2195,286,333,96,1481
"Casado(a) (019)",14585,1165,7544,972,4969
"Viudo(a) (020)",3062,171,1597,237,1062
"Divorciado(a) (021)",150,14,39,9,88
"Soltero(a) (022)",14875,2265,3009,682,8943
,,,,,
"URBANA (024)",80442,8412,27150,5395,39772
"Conviviente (025)",18052,2349,3908,1032,10810
"Separado(a) (026)",2830,310,557,165,1800
"Casado(a) (027)",25900,1769,14158,2082,8068
"Viudo(a) (028)",3718,191,2062,304,1167
"Divorciado(a) (029)",285,22,92,27,144
"Soltero(a) (030)",29657,3771,6373,1785,17783
"Hombres (032)",39853,3290,13779,3186,19781
"Conviviente (033)",8741,731,2213,657,5170
"Separado(a) (034)",839,42,241,73,484
"Casado(a) (035)",12730,700,7155,1199,3794
"Viudo(a) (036)",984,35,592,91,267
"Divorciado(a) (037)",139,8,54,18,59
"Soltero(a) (038)",16420,1774,3524,1148,10007
"Mujeres (040)",40589,5122,13371,2209,19991
"Conviviente (041)",9311,1618,1695,375,5640
"Separado(a) (042)",1991,268,316,92,1316
"Casado(a) (043)",13170,1069,7003,883,4274
"Viudo(a) (044)",2734,156,1470,213,900
"Divorciado(a) (045)",146,14,38,9,85
"Soltero(a) (046)",13237,1997,2849,637,7776
,,,,,
"RURAL (048)",10933,1013,2109,491,7339
"Conviviente (049)",3196,308,341,106,2443
"Separado(a) (050)",330,21,43,7,259
"Casado(a) (051)",2866,149,1128,200,1401
"Viudo(a) (052)",472,17,171,33,251
"Divorciado(a) (053)",16,1,3,1,11
"Soltero(a) (054)",4053,517,423,144,2974
"Hombres (056)",5748,396,1123,287,3952
"Conviviente (057)",1600,88,201,64,1248
"Separado(a) (058)",126,3,26,3,94
"Casado(a) (059)",1451,53,587,111,706
"Viudo(a) (060)",144,2,44,9,89
"Divorciado(a) (061)",12,1,2,1,8
"Soltero(a) (062)",2415,249,263,99,1807
"Mujeres (064)",5185,617,986,204,3387
"Conviviente (065)",1596,220,140,42,1195
"Separado(a) (066)",204,18,17,4,165
"Casado(a) (067)",1415,96,541,89,695
"Viudo(a) (068)",328,15,127,24,162
"Divorciado(a) (069)",4,,1,,3
"Soltero(a) (070)",1638,268,160,45,1167
