"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia JULCAN",,,,
"Viviendas particulares (001)",2571,960,1232,379
"Ocupantes presentes (002)",10118,3643,5021,1454
"Casa independiente",,,,
"Viviendas particulares (004)",2565,958,1230,377
"Ocupantes presentes (005)",10103,3638,5016,1449
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",4,2,2,
"Ocupantes presentes (014)",10,5,5,
"Choza o cabaña",,,,
"Viviendas particulares (016)",2,,,2
"Ocupantes presentes (017)",5,,,5
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",1707,623,784,300
"Ocupantes presentes (029)",6802,2414,3218,1170
"Casa independiente",,,,
"Viviendas particulares (031)",1703,622,783,298
"Ocupantes presentes (032)",6792,2412,3215,1165
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",2,1,1,
"Ocupantes presentes (041)",5,2,3,
"Choza o cabaña",,,,
"Viviendas particulares (043)",2,,,2
"Ocupantes presentes (044)",5,,,5
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",864,337,448,79
"Ocupantes presentes (056)",3316,1229,1803,284
"Casa independiente",,,,
"Viviendas particulares (058)",862,336,447,79
"Ocupantes presentes (059)",3311,1226,1801,284
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",2,1,1,
"Ocupantes presentes (068)",5,3,2,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",797,297,486,14
"Ocupantes presentes (110)",2903,1041,1823,39
"Casa independiente",,,,
"Viviendas particulares (112)",793,295,484,14
"Ocupantes presentes (113)",2893,1036,1818,39
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",4,2,2,
"Ocupantes presentes (122)",10,5,5,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",351,107,243,1
"Ocupantes presentes (137)",1362,381,975,6
"Casa independiente",,,,
"Viviendas particulares (139)",349,106,242,1
"Ocupantes presentes (140)",1357,379,972,6
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",2,1,1,
"Ocupantes presentes (149)",5,2,3,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",446,190,243,13
"Ocupantes presentes (164)",1541,660,848,33
"Casa independiente",,,,
"Viviendas particulares (166)",444,189,242,13
"Ocupantes presentes (167)",1536,657,846,33
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",2,1,1,
"Ocupantes presentes (176)",5,3,2,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",1774,663,746,365
"Ocupantes presentes (218)",7215,2602,3198,1415
"Casa independiente",,,,
"Viviendas particulares (220)",1772,663,746,363
"Ocupantes presentes (221)",7210,2602,3198,1410
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",2,,,2
"Ocupantes presentes (233)",5,,,5
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",1356,516,541,299
"Ocupantes presentes (245)",5440,2033,2243,1164
"Casa independiente",,,,
"Viviendas particulares (247)",1354,516,541,297
"Ocupantes presentes (248)",5435,2033,2243,1159
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",2,,,2
"Ocupantes presentes (260)",5,,,5
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",418,147,205,66
"Ocupantes presentes (272)",1775,569,955,251
"Casa independiente",,,,
"Viviendas particulares (274)",418,147,205,66
"Ocupantes presentes (275)",1775,569,955,251
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
