"CUADRO Nº 3: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA PARTICULAR",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL Y TIPO DE VIVIENDA PARTICULAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia EL COLLAO (000)",78773,1001,22472,20220,14435,13181,7464
"Casa independiente (001)",75981,955,21693,19523,13955,12737,7118
"Departamento en edificio (002)",50,,17,10,19,4,
"Vivienda en quinta (003)",111,3,32,31,21,18,6
"Vivienda en casa de vecindad (004)",119,5,33,39,23,14,5
"Choza o cabaña (005)",2437,34,674,602,398,399,330
"Vivienda improvisada (006)",24,2,8,6,4,4,
"Local no destinado para hab.humana (007)",42,2,11,8,12,4,5
"Otro tipo (008)",9,,4,1,3,1,
,,,,,,,
"URBANA (009)",23266,302,6877,6770,5029,3238,1050
"Casa independiente (010)",22929,290,6776,6678,4953,3195,1037
"Departamento en edificio (011)",50,,17,10,19,4,
"Vivienda en quinta (012)",111,3,32,31,21,18,6
"Vivienda en casa de vecindad (013)",119,5,33,39,23,14,5
"Vivienda improvisada (015)",24,2,8,6,4,4,
"Local no destinado para hab.humana (016)",32,2,11,6,9,2,2
"Otro tipo (017)",1,,,,,1,
,,,,,,,
"RURAL (018)",55507,699,15595,13450,9406,9943,6414
"Casa independiente (019)",53052,665,14917,12845,9002,9542,6081
"Choza o cabaña (023)",2437,34,674,602,398,399,330
"Local no destinado para hab.humana (025)",10,,,2,3,2,3
"Otro tipo (026)",8,,4,1,3,,
