"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia COTABAMBAS",,,,,,,,,
"Viviendas particulares (001)",11224,3844,3995,1744,949,277,188,54,173
"Ocupantes presentes (002)",45009,12926,16546,8055,4236,1320,887,254,785
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",9142,3075,3247,1370,801,235,187,54,173
"Ocupantes presentes (005)",36197,10239,13240,6191,3492,1114,882,254,785
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",5,1,1,2,,1,,,
"Ocupantes presentes (008)",22,3,5,10,,4,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",5,2,1,1,,,1,,
"Ocupantes presentes (011)",15,4,5,1,,,5,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",57,29,19,2,3,4,,,
"Ocupantes presentes (014)",170,94,55,4,9,8,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2000,725,725,369,144,37,,,
"Ocupantes presentes (017)",8579,2568,3235,1849,733,194,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",10,7,2,,1,,,,
"Ocupantes presentes (023)",17,9,6,,2,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",5,5,,,,,,,
"Ocupantes presentes (026)",9,9,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2967,837,842,393,404,140,152,42,157
"Ocupantes presentes (029)",11590,2659,3317,1684,1651,624,732,197,726
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2891,798,820,388,400,135,151,42,157
"Ocupantes presentes (032)",11367,2547,3249,1669,1640,612,727,197,726
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",5,1,1,2,,1,,,
"Ocupantes presentes (035)",22,3,5,10,,4,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",5,2,1,1,,,1,,
"Ocupantes presentes (038)",15,4,5,1,,,5,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",57,29,19,2,3,4,,,
"Ocupantes presentes (041)",170,94,55,4,9,8,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,3,1,,1,,,,
"Ocupantes presentes (050)",8,3,3,,2,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",4,4,,,,,,,
"Ocupantes presentes (053)",8,8,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",8257,3007,3153,1351,545,137,36,12,16
"Ocupantes presentes (056)",33419,10267,13229,6371,2585,696,155,57,59
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",6251,2277,2427,982,401,100,36,12,16
"Ocupantes presentes (059)",24830,7692,9991,4522,1852,502,155,57,59
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2000,725,725,369,144,37,,,
"Ocupantes presentes (071)",8579,2568,3235,1849,733,194,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",5,4,1,,,,,,
"Ocupantes presentes (077)",9,6,3,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,,
"Ocupantes presentes (080)",1,1,,,,,,,
