"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ANTONIO RAYMONDI (000)",483,103,380
"Sin nivel (001)",35,3,32
"Educación inicial (002)",2,,2
"Primaria (003)",192,29,163
"Secundaria (004)",197,55,142
"Superior no univ. incompleta (005)",15,7,8
"Superior no univ. completa (006)",24,9,15
"Superior univ. incompleta (007)",4,,4
"Superior univ. completa (008)",14,,14
"De 14 a 29 años (010)",213,69,144
"Sin nivel (011)",4,2,2
"Educación inicial (012)",2,,2
"Primaria (013)",53,16,37
"Secundaria (014)",122,41,81
"Superior no univ. incompleta (015)",10,4,6
"Superior no univ. completa (016)",14,6,8
"Superior univ. incompleta (017)",1,,1
"Superior univ. completa (018)",7,,7
"De 30 a 44 años (020)",145,29,116
"Sin nivel (021)",8,1,7
"Primaria (023)",57,10,47
"Secundaria (024)",59,13,46
"Superior no univ. incompleta (025)",3,2,1
"Superior no univ. completa (026)",9,3,6
"Superior univ. incompleta (027)",2,,2
"Superior univ. completa (028)",7,,7
"De 45 a 64 años (030)",89,5,84
"Sin nivel (031)",14,,14
"Primaria (033)",56,3,53
"Secundaria (034)",15,1,14
"Superior no univ. incompleta (035)",2,1,1
"Superior no univ. completa (036)",1,,1
"Superior univ. incompleta (037)",1,,1
"De 65 y más años (040)",36,,36
"Sin nivel (041)",9,,9
"Primaria (043)",26,,26
"Secundaria (044)",1,,1
,,,
"AREA URBANA (050)",130,27,103
"Sin nivel (051)",4,,4
"Primaria (053)",34,4,30
"Secundaria (054)",55,15,40
"Superior no univ. incompleta (055)",5,3,2
"Superior no univ. completa (056)",17,5,12
"Superior univ. incompleta (057)",2,,2
"Superior univ. completa (058)",13,,13
"De 14 a 29 años (060)",56,20,36
"Primaria (063)",8,3,5
"Secundaria (064)",30,13,17
"Superior no univ. incompleta (065)",3,1,2
"Superior no univ. completa (066)",9,3,6
"Superior univ. completa (068)",6,,6
"De 30 a 44 años (070)",40,5,35
"Sin nivel (071)",1,,1
"Primaria (073)",7,1,6
"Secundaria (074)",15,1,14
"Superior no univ. incompleta (075)",1,1,
"Superior no univ. completa (076)",7,2,5
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",7,,7
"De 45 a 64 años (080)",21,2,19
"Sin nivel (081)",1,,1
"Primaria (083)",9,,9
"Secundaria (084)",9,1,8
"Superior no univ. incompleta (085)",1,1,
"Superior no univ. completa (086)",1,,1
"De 65 y más años (090)",13,,13
"Sin nivel (091)",2,,2
"Primaria (093)",10,,10
"Secundaria (094)",1,,1
,,,
"AREA RURAL (100)",353,76,277
"Sin nivel (101)",31,3,28
"Educación inicial (102)",2,,2
"Primaria (103)",158,25,133
"Secundaria (104)",142,40,102
"Superior no univ. incompleta (105)",10,4,6
"Superior no univ. completa (106)",7,4,3
"Superior univ. incompleta (107)",2,,2
"Superior univ. completa (108)",1,,1
"De 14 a 29 años (110)",157,49,108
"Sin nivel (111)",4,2,2
"Educación inicial (112)",2,,2
"Primaria (113)",45,13,32
"Secundaria (114)",92,28,64
"Superior no univ. incompleta (115)",7,3,4
"Superior no univ. completa (116)",5,3,2
"Superior univ. incompleta (117)",1,,1
"Superior univ. completa (118)",1,,1
"De 30 a 44 años (120)",105,24,81
"Sin nivel (121)",7,1,6
"Primaria (123)",50,9,41
"Secundaria (124)",44,12,32
"Superior no univ. incompleta (125)",2,1,1
"Superior no univ. completa (126)",2,1,1
"De 45 a 64 años (130)",68,3,65
"Sin nivel (131)",13,,13
"Primaria (133)",47,3,44
"Secundaria (134)",6,,6
"Superior no univ. incompleta (135)",1,,1
"Superior univ. incompleta (137)",1,,1
"De 65 y más años (140)",23,,23
"Sin nivel (141)",7,,7
"Primaria (143)",16,,16
