"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SAN ROMAN (000)",90010,3456,63,19847,35622,5207,7342,6064,12409
"Empleado (001)",20280,101,5,786,4312,1382,3763,1891,8040
"Obrero (002)",10709,193,5,2206,6002,693,647,558,405
"Trabajador independiente (003)",48918,2425,30,13832,21013,2676,2551,2990,3401
"Empleador o patrono (004)",1596,27,4,228,683,100,132,153,269
"Trabajador familiar no remunerado (005)",7228,654,15,2426,2923,295,216,424,275
"Trabajador del hogar (006)",1279,56,4,369,689,61,33,48,19
"Hombres (008)",52209,793,23,9580,22743,3235,4238,3962,7635
"Empleado (009)",11991,21,2,370,2766,838,2019,1208,4767
"Obrero (010)",9206,101,2,1797,5263,604,576,499,364
"Trabajador independiente (011)",27495,566,14,6672,12986,1602,1487,1947,2221
"Empleador o patrono (012)",1058,5,2,108,472,68,98,110,195
"Trabajador familiar no remunerado (013)",2325,96,3,606,1175,114,57,190,84
"Trabajador del hogar (014)",134,4,,27,81,9,1,8,4
"Mujeres (016)",37801,2663,40,10267,12879,1972,3104,2102,4774
"Empleado (017)",8289,80,3,416,1546,544,1744,683,3273
"Obrero (018)",1503,92,3,409,739,89,71,59,41
"Trabajador independiente (019)",21423,1859,16,7160,8027,1074,1064,1043,1180
"Empleador o patrono (020)",538,22,2,120,211,32,34,43,74
"Trabajador familiar no remunerado (021)",4903,558,12,1820,1748,181,159,234,191
"Trabajador del hogar (022)",1145,52,4,342,608,52,32,40,15
,,,,,,,,,
"URBANA (024)",81535,2126,53,15940,32866,5099,7222,5969,12260
"Empleado (025)",20002,99,5,753,4236,1370,3729,1867,7943
"Obrero (026)",9822,136,5,1899,5530,673,630,551,398
"Trabajador independiente (027)",43838,1584,29,11325,19483,2616,2497,2942,3362
"Empleador o patrono (028)",1562,23,4,214,670,99,132,152,268
"Trabajador familiar no remunerado (029)",5062,233,6,1390,2269,282,201,411,270
"Trabajador del hogar (030)",1249,51,4,359,678,59,33,46,19
"Hombres (032)",47389,427,20,7439,20767,3165,4144,3890,7537
"Empleado (033)",11813,21,2,348,2716,832,1993,1193,4708
"Obrero (034)",8472,74,2,1563,4834,588,560,492,359
"Trabajador independiente (035)",24312,302,14,5058,11837,1557,1446,1906,2192
"Empleador o patrono (036)",1036,4,2,99,463,67,98,109,194
"Trabajador familiar no remunerado (037)",1623,22,,344,837,112,46,182,80
"Trabajador del hogar (038)",133,4,,27,80,9,1,8,4
"Mujeres (040)",34146,1699,33,8501,12099,1934,3078,2079,4723
"Empleado (041)",8189,78,3,405,1520,538,1736,674,3235
"Obrero (042)",1350,62,3,336,696,85,70,59,39
"Trabajador independiente (043)",19526,1282,15,6267,7646,1059,1051,1036,1170
"Empleador o patrono (044)",526,19,2,115,207,32,34,43,74
"Trabajador familiar no remunerado (045)",3439,211,6,1046,1432,170,155,229,190
"Trabajador del hogar (046)",1116,47,4,332,598,50,32,38,15
,,,,,,,,,
"RURAL (048)",8475,1330,10,3907,2756,108,120,95,149
"Empleado (049)",278,2,,33,76,12,34,24,97
"Obrero (050)",887,57,,307,472,20,17,7,7
"Trabajador independiente (051)",5080,841,1,2507,1530,60,54,48,39
"Empleador o patrono (052)",34,4,,14,13,1,,1,1
"Trabajador familiar no remunerado (053)",2166,421,9,1036,654,13,15,13,5
"Trabajador del hogar (054)",30,5,,10,11,2,,2,
"Hombres (056)",4820,366,3,2141,1976,70,94,72,98
"Empleado (057)",178,,,22,50,6,26,15,59
"Obrero (058)",734,27,,234,429,16,16,7,5
"Trabajador independiente (059)",3183,264,,1614,1149,45,41,41,29
"Empleador o patrono (060)",22,1,,9,9,1,,1,1
"Trabajador familiar no remunerado (061)",702,74,3,262,338,2,11,8,4
"Trabajador del hogar (062)",1,,,,1,,,,
"Mujeres (064)",3655,964,7,1766,780,38,26,23,51
"Empleado (065)",100,2,,11,26,6,8,9,38
"Obrero (066)",153,30,,73,43,4,1,,2
"Trabajador independiente (067)",1897,577,1,893,381,15,13,7,10
"Empleador o patrono (068)",12,3,,5,4,,,,
"Trabajador familiar no remunerado (069)",1464,347,6,774,316,11,4,5,1
"Trabajador del hogar (070)",29,5,,10,10,2,,2,
