"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHINCHA (000)",181734,12355,5328,52538,70765,10920,14885,5972,8971
"Quechua (001)",4391,835,15,1829,1223,113,198,47,131
"Aymara (002)",189,22,4,68,72,7,5,5,6
"Ashaninca (003)",25,2,1,11,7,2,,2,
"Otra lengua nativa (004)",15,1,,8,6,,,,
"Castellano (005)",176842,11357,5294,50564,69425,10793,14675,5912,8822
"Idioma extranjero (006)",53,,1,12,20,2,5,2,11
"Es sordomudo/a (007)",219,138,13,46,12,3,2,4,1
"Hombres (009)",89619,5354,2737,23313,37421,5530,7306,3210,4748
"Quechua (010)",2045,118,3,869,759,72,100,33,91
"Aymara (011)",102,7,2,31,46,4,4,4,4
"Ashaninca (012)",12,1,,6,4,1,,,
"Otra lengua nativa (013)",5,,,3,2,,,,
"Castellano (014)",87320,5159,2724,22378,36594,5449,7198,3170,4648
"Idioma extranjero (015)",23,,,6,8,2,3,,4
"Es sordomudo/a (016)",112,69,8,20,8,2,1,3,1
"Mujeres (018)",92115,7001,2591,29225,33344,5390,7579,2762,4223
"Quechua (019)",2346,717,12,960,464,41,98,14,40
"Aymara (020)",87,15,2,37,26,3,1,1,2
"Ashaninca (021)",13,1,1,5,3,1,,2,
"Otra lengua nativa (022)",10,1,,5,4,,,,
"Castellano (023)",89522,6198,2570,28186,32831,5344,7477,2742,4174
"Idioma extranjero (024)",30,,1,6,12,,2,2,7
"Es sordomudo/a (025)",107,69,5,26,4,1,1,1,
,,,,,,,,,
"URBANA (027)",161558,10451,4801,44887,63005,10061,13987,5751,8615
"Quechua (028)",3202,488,7,1259,993,102,184,44,125
"Aymara (029)",147,18,3,47,56,7,5,5,6
"Ashaninca (030)",23,2,1,9,7,2,,2,
"Otra lengua nativa (031)",15,1,,8,6,,,,
"Castellano (032)",157932,9827,4777,43510,61914,9945,13792,5694,8473
"Idioma extranjero (033)",52,,1,12,20,2,5,2,10
"Es sordomudo/a (034)",187,115,12,42,9,3,1,4,1
"Hombres (036)",79405,4636,2457,19720,33061,5077,6816,3087,4551
"Quechua (037)",1516,78,,553,614,62,90,31,88
"Aymara (038)",80,7,2,22,33,4,4,4,4
"Ashaninca (039)",10,1,,4,4,1,,,
"Otra lengua nativa (040)",5,,,3,2,,,,
"Castellano (041)",77677,4493,2447,19115,32393,5006,6719,3049,4455
"Idioma extranjero (042)",22,,,6,8,2,3,,3
"Es sordomudo/a (043)",95,57,8,17,7,2,,3,1
"Mujeres (045)",82153,5815,2344,25167,29944,4984,7171,2664,4064
"Quechua (046)",1686,410,7,706,379,40,94,13,37
"Aymara (047)",67,11,1,25,23,3,1,1,2
"Ashaninca (048)",13,1,1,5,3,1,,2,
"Otra lengua nativa (049)",10,1,,5,4,,,,
"Castellano (050)",80255,5334,2330,24395,29521,4939,7073,2645,4018
"Idioma extranjero (051)",30,,1,6,12,,2,2,7
"Es sordomudo/a (052)",92,58,4,25,2,1,1,1,
,,,,,,,,,
"RURAL (054)",20176,1904,527,7651,7760,859,898,221,356
"Quechua (055)",1189,347,8,570,230,11,14,3,6
"Aymara (056)",42,4,1,21,16,,,,
"Ashaninca (057)",2,,,2,,,,,
"Castellano (059)",18910,1530,517,7054,7511,848,883,218,349
"Idioma extranjero (060)",1,,,,,,,,1
"Es sordomudo/a (061)",32,23,1,4,3,,1,,
"Hombres (063)",10214,718,280,3593,4360,453,490,123,197
"Quechua (064)",529,40,3,316,145,10,10,2,3
"Aymara (065)",22,,,9,13,,,,
"Ashaninca (066)",2,,,2,,,,,
"Castellano (068)",9643,666,277,3263,4201,443,479,121,193
"Idioma extranjero (069)",1,,,,,,,,1
"Es sordomudo/a (070)",17,12,,3,1,,1,,
"Mujeres (072)",9962,1186,247,4058,3400,406,408,98,159
"Quechua (073)",660,307,5,254,85,1,4,1,3
"Aymara (074)",20,4,1,12,3,,,,
"Castellano (077)",9267,864,240,3791,3310,405,404,97,156
"Es sordomudo/a (079)",15,11,1,1,2,,,,
