"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia ISLAY (000)",21271,13331,3216,2769,1955
"Hombres (001)",13627,8403,1993,1737,1494
"Mujeres (002)",7644,4928,1223,1032,461
"De 06 a 14 años (003)",138,105,26,6,1
"Hombres (004)",93,74,17,1,1
"Mujeres (005)",45,31,9,5,
"De 15 a 29 años (006)",5648,3291,1097,818,442
"Hombres (007)",3512,2028,649,500,335
"Mujeres (008)",2136,1263,448,318,107
"De 30 a 44 años (009)",8021,4674,1246,1242,859
"Hombres (010)",5000,2852,752,738,658
"Mujeres (011)",3021,1822,494,504,201
"De 45 a 64 años (012)",6110,4079,754,653,624
"Hombres (013)",4039,2588,508,465,478
"Mujeres (014)",2071,1491,246,188,146
"De 65 y más años (015)",1354,1182,93,50,29
"Hombres (016)",983,861,67,33,22
"Mujeres (017)",371,321,26,17,7
,,,,,
"URBANA (018)",18750,11902,2833,2328,1687
"Hombres (019)",11770,7366,1753,1401,1250
"Mujeres (020)",6980,4536,1080,927,437
"De 06 a 14 años (021)",103,79,18,6,
"Hombres (022)",66,54,11,1,
"Mujeres (023)",37,25,7,5,
"De 15 a 29 años (024)",4924,2953,958,671,342
"Hombres (025)",2987,1791,560,390,246
"Mujeres (026)",1937,1162,398,281,96
"De 30 a 44 años (027)",7123,4227,1104,1051,741
"Hombres (028)",4351,2536,671,595,549
"Mujeres (029)",2772,1691,433,456,192
"De 45 a 64 años (030)",5453,3647,670,560,576
"Hombres (031)",3545,2267,453,391,434
"Mujeres (032)",1908,1380,217,169,142
"De 65 y más años (033)",1147,996,83,40,28
"Hombres (034)",821,718,58,24,21
"Mujeres (035)",326,278,25,16,7
,,,,,
"RURAL (036)",2521,1429,383,441,268
"Hombres (037)",1857,1037,240,336,244
"Mujeres (038)",664,392,143,105,24
"De 06 a 14 años (039)",35,26,8,,1
"Hombres (040)",27,20,6,,1
"Mujeres (041)",8,6,2,,
"De 15 a 29 años (042)",724,338,139,147,100
"Hombres (043)",525,237,89,110,89
"Mujeres (044)",199,101,50,37,11
"De 30 a 44 años (045)",898,447,142,191,118
"Hombres (046)",649,316,81,143,109
"Mujeres (047)",249,131,61,48,9
"De 45 a 64 años (048)",657,432,84,93,48
"Hombres (049)",494,321,55,74,44
"Mujeres (050)",163,111,29,19,4
"De 65 y más años (051)",207,186,10,10,1
"Hombres (052)",162,143,9,9,1
"Mujeres (053)",45,43,1,1,
