"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ALTO AMAZONAS (000)",94245,14541,2660,46803,22816,1964,2207,1174,2080
"Jefe o Jefa (001)",21478,1672,9,10783,5980,640,965,399,1030
"Esposa(o)/ compa¤era(o) (002)",15650,2375,17,8468,3402,255,487,159,487
"Hijo(a)/ hijastro(a) (003)",41378,7563,2083,20326,9461,771,442,437,295
"Yerno/ nuera (004)",1749,65,4,647,800,69,72,35,57
"Nieto(a) (005)",4038,1168,356,1818,622,36,12,15,11
"Padres/ suegros (006)",1361,438,,826,75,,13,1,8
"Otro(a) pariente (007)",6761,1139,173,3199,1791,134,146,82,97
"Trabajador(a) del hogar (008)",396,23,,198,168,4,1,2,
"Pensionista (009)",181,2,,48,71,11,24,10,15
"Otro(a) no pariente (010)",1253,96,18,490,446,44,45,34,80
"Hombres (012)",48022,6085,1359,23610,12735,1142,1154,705,1232
"Jefe o Jefa (013)",17502,1118,9,8936,4960,523,738,338,880
"Esposa(o)/ compa¤era(o) (014)",569,34,,201,241,24,18,18,33
"Hijo(a)/ hijastro(a) (015)",22132,3724,1066,10907,5406,421,219,240,149
"Yerno/ nuera (016)",761,22,2,226,375,42,40,18,36
"Nieto(a) (017)",2143,597,187,965,351,19,8,7,9
"Padres/ suegros (018)",445,62,,344,28,,5,1,5
"Otro(a) pariente (019)",3531,467,87,1679,1031,75,84,49,59
"Trabajador(a) del hogar (020)",36,1,,23,12,,,,
"Pensionista (021)",113,,,27,48,8,14,8,8
"Otro(a) no pariente (022)",790,60,8,302,283,30,28,26,53
"Mujeres (024)",46223,8456,1301,23193,10081,822,1053,469,848
"Jefe o Jefa (025)",3976,554,,1847,1020,117,227,61,150
"Esposa(o)/ compa¤era(o) (026)",15081,2341,17,8267,3161,231,469,141,454
"Hijo(a)/ hijastro(a) (027)",19246,3839,1017,9419,4055,350,223,197,146
"Yerno/ nuera (028)",988,43,2,421,425,27,32,17,21
"Nieto(a) (029)",1895,571,169,853,271,17,4,8,2
"Padres/ suegros (030)",916,376,,482,47,,8,,3
"Otro(a) pariente (031)",3230,672,86,1520,760,59,62,33,38
"Trabajador(a) del hogar (032)",360,22,,175,156,4,1,2,
"Pensionista (033)",68,2,,21,23,3,10,2,7
"Otro(a) no pariente (034)",463,36,10,188,163,14,17,8,27
,,,,,,,,,
"URBANA (036)",57003,5338,1733,24382,18604,1822,2051,1111,1962
"Jefe o Jefa (037)",13200,348,8,5518,4582,568,869,358,949
"Esposa(o)/ compa¤era(o) (038)",9055,506,4,4390,2819,245,467,154,470
"Hijo(a)/ hijastro(a) (039)",23871,2943,1303,9921,7822,733,433,425,291
"Yerno/ nuera (040)",1236,22,2,338,653,64,68,34,55
"Nieto(a) (041)",3059,798,293,1316,580,34,12,15,11
"Padres/ suegros (042)",964,251,,625,66,,13,1,8
"Otro(a) pariente (043)",4194,422,109,1752,1488,123,130,80,90
"Trabajador(a) del hogar (044)",346,7,,170,162,4,1,2,
