"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia BAGUA (000)",66276,3837,18578,13282,10233,8614,5450,3189,3093
"Quechua (001)",131,4,34,23,16,20,18,7,9
"Aymara (002)",15,,5,2,2,3,2,1,
"Ashaninca (003)",16,1,8,1,1,3,1,1,
"Otra lengua nativa (004)",16108,1433,5829,3229,2349,1592,909,455,312
"Castellano (005)",49881,2392,12667,10003,7851,6972,4510,2717,2769
"Idioma extranjero (006)",3,,,,1,1,,,1
"Es sordomudo/a (007)",122,7,35,24,13,23,10,8,2
"Hombres (009)",33882,1936,9504,6671,5047,4398,2859,1746,1721
"Quechua (010)",87,3,20,16,13,15,10,5,5
"Aymara (011)",6,,1,1,2,,1,1,
"Ashaninca (012)",4,,2,,1,,,1,
"Otra lengua nativa (013)",8169,733,2942,1562,1186,827,488,259,172
"Castellano (014)",25548,1197,6522,5077,3837,3542,2355,1475,1543
"Idioma extranjero (015)",2,,,,,1,,,1
"Es sordomudo/a (016)",66,3,17,15,8,13,5,5,
"Mujeres (018)",32394,1901,9074,6611,5186,4216,2591,1443,1372
"Quechua (019)",44,1,14,7,3,5,8,2,4
"Aymara (020)",9,,4,1,,3,1,,
"Ashaninca (021)",12,1,6,1,,3,1,,
"Otra lengua nativa (022)",7939,700,2887,1667,1163,765,421,196,140
"Castellano (023)",24333,1195,6145,4926,4014,3430,2155,1242,1226
"Idioma extranjero (024)",1,,,,1,,,,
"Es sordomudo/a (025)",56,4,18,9,5,10,5,3,2
,,,,,,,,,
"URBANA (027)",31513,1374,7635,6433,4996,4652,3005,1714,1704
"Quechua (028)",79,2,10,14,13,14,12,6,8
"Aymara (029)",7,,4,1,1,1,,,
"Ashaninca (030)",7,1,3,1,1,1,,,
"Otra lengua nativa (031)",1325,72,441,373,182,130,76,30,21
"Castellano (032)",30047,1295,7162,6035,4793,4500,2913,1676,1673
"Idioma extranjero (033)",2,,,,1,,,,1
"Es sordomudo/a (034)",46,4,15,9,5,6,4,2,1
"Hombres (036)",15692,682,3949,3085,2291,2286,1543,914,942
"Quechua (037)",54,1,6,9,11,12,6,5,4
"Aymara (038)",2,,1,,1,,,,
"Ashaninca (039)",2,,1,,1,,,,
"Otra lengua nativa (040)",671,32,238,190,78,61,43,19,10
"Castellano (041)",14935,647,3695,2880,2196,2208,1492,890,927
"Idioma extranjero (042)",1,,,,,,,,1
"Es sordomudo/a (043)",27,2,8,6,4,5,2,,
"Mujeres (045)",15821,692,3686,3348,2705,2366,1462,800,762
"Quechua (046)",25,1,4,5,2,2,6,1,4
"Aymara (047)",5,,3,1,,1,,,
"Ashaninca (048)",5,1,2,1,,1,,,
"Otra lengua nativa (049)",654,40,203,183,104,69,33,11,11
"Castellano (050)",15112,648,3467,3155,2597,2292,1421,786,746
"Idioma extranjero (051)",1,,,,1,,,,
"Es sordomudo/a (052)",19,2,7,3,1,1,2,2,1
,,,,,,,,,
"RURAL (054)",34763,2463,10943,6849,5237,3962,2445,1475,1389
"Quechua (055)",52,2,24,9,3,6,6,1,1
"Aymara (056)",8,,1,1,1,2,2,1,
"Ashaninca (057)",9,,5,,,2,1,1,
"Otra lengua nativa (058)",14783,1361,5388,2856,2167,1462,833,425,291
"Castellano (059)",19834,1097,5505,3968,3058,2472,1597,1041,1096
"Idioma extranjero (060)",1,,,,,1,,,
"Es sordomudo/a (061)",76,3,20,15,8,17,6,6,1
"Hombres (063)",18190,1254,5555,3586,2756,2112,1316,832,779
"Quechua (064)",33,2,14,7,2,3,4,,1
"Aymara (065)",4,,,1,1,,1,1,
"Ashaninca (066)",2,,1,,,,,1,
"Otra lengua nativa (067)",7498,701,2704,1372,1108,766,445,240,162
"Castellano (068)",10613,550,2827,2197,1641,1334,863,585,616
"Idioma extranjero (069)",1,,,,,1,,,
"Es sordomudo/a (070)",39,1,9,9,4,8,3,5,
"Mujeres (072)",16573,1209,5388,3263,2481,1850,1129,643,610
"Quechua (073)",19,,10,2,1,3,2,1,
"Aymara (074)",4,,1,,,2,1,,
"Ashaninca (075)",7,,4,,,2,1,,
"Otra lengua nativa (076)",7285,660,2684,1484,1059,696,388,185,129
"Castellano (077)",9221,547,2678,1771,1417,1138,734,456,480
"Es sordomudo/a (079)",37,2,11,6,4,9,3,1,1
