"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CORONEL PORTILLO (000)",333890,81412,46743,12932,193805
"Menos de 1 año (001)",8269,4392,959,223,2701
"De 1 a 14 años (002)",108578,45454,14909,2989,45471
"De 15 a 29 años (003)",95605,17180,9221,3533,65852
"De 30 a 44 años (004)",64032,7905,11318,3389,41722
"De 45 a 64 años (005)",43906,4695,8171,2218,29054
"De 65 y mas años (006)",13500,1786,2165,580,9005
"Hombres (008)",169182,38834,23579,7764,99640
"Menos de 1 año (009)",4228,2243,474,111,1404
"De 1 a 14 años (010)",55457,23368,7577,1549,23105
"De 15 a 29 años (011)",47128,6868,4471,2159,33727
"De 30 a 44 años (012)",31821,3122,5435,2213,21256
"De 45 a 64 años (013)",23388,2309,4398,1403,15436
"De 65 y mas años (014)",7160,924,1224,329,4712
"Mujeres (016)",164708,42578,23164,5168,94165
"Menos de 1 año (017)",4041,2149,485,112,1297
"De 1 a 14 años (018)",53121,22086,7332,1440,22366
"De 15 a 29 años (019)",48477,10312,4750,1374,32125
"De 30 a 44 años (020)",32211,4783,5883,1176,20466
"De 45 a 64 años (021)",20518,2386,3773,815,13618
"De 65 y mas años (022)",6340,862,941,251,4293
,,,,,
"URBANA (024)",281946,55963,45109,12087,169692
"Menos de 1 año (025)",6807,3360,920,205,2328
"De 1 a 14 años (026)",88989,31538,14297,2717,40653
"De 15 a 29 años (027)",81787,11640,8872,3280,58150
"De 30 a 44 años (028)",55281,5210,10949,3222,36182
"De 45 a 64 años (029)",37606,2941,7969,2118,24794
"De 65 y mas años (030)",11476,1274,2102,545,7585
"Hombres (032)",140529,25829,22705,7276,85292
"Menos de 1 año (033)",3463,1705,454,101,1207
"De 1 a 14 años (034)",45210,16141,7258,1415,20521
"De 15 a 29 años (035)",39652,4245,4303,2000,29185
"De 30 a 44 años (036)",26780,1812,5228,2111,17822
"De 45 a 64 años (037)",19558,1316,4270,1343,12774
"De 65 y mas años (038)",5866,610,1192,306,3783
"Mujeres (040)",141417,30134,22404,4811,84400
"Menos de 1 año (041)",3344,1655,466,104,1121
"De 1 a 14 años (042)",43779,15397,7039,1302,20132
"De 15 a 29 años (043)",42135,7395,4569,1280,28965
"De 30 a 44 años (044)",28501,3398,5721,1111,18360
"De 45 a 64 años (045)",18048,1625,3699,775,12020
"De 65 y mas años (046)",5610,664,910,239,3802
,,,,,
"RURAL (048)",51944,25449,1634,845,24113
"Menos de 1 año (049)",1462,1032,39,18,373
"De 1 a 14 años (050)",19589,13916,612,272,4818
"De 15 a 29 años (051)",13818,5540,349,253,7702
"De 30 a 44 años (052)",8751,2695,369,167,5540
"De 45 a 64 años (053)",6300,1754,202,100,4260
"De 65 y mas años (054)",2024,512,63,35,1420
"Hombres (056)",28653,13005,874,488,14348
"Menos de 1 año (057)",765,538,20,10,197
"De 1 a 14 años (058)",10247,7227,319,134,2584
"De 15 a 29 años (059)",7476,2623,168,159,4542
"De 30 a 44 años (060)",5041,1310,207,102,3434
"De 45 a 64 años (061)",3830,993,128,60,2662
"De 65 y mas años (062)",1294,314,32,23,929
"Mujeres (064)",23291,12444,760,357,9765
"Menos de 1 año (065)",697,494,19,8,176
"De 1 a 14 años (066)",9342,6689,293,138,2234
"De 15 a 29 años (067)",6342,2917,181,94,3160
"De 30 a 44 años (068)",3710,1385,162,65,2106
"De 45 a 64 años (069)",2470,761,74,40,1598
"De 65 y mas años (070)",730,198,31,12,491
