"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia ALTO AMAZONAS",,,,,,,,,
"Hogares (001)",21478,557,254,194,149,136,74,118,19996
"Ocupantes presentes (002)",103588,2524,1009,707,621,640,388,819,96880
"Casa independiente",,,,,,,,,
"Hogares (004)",15555,469,215,165,124,109,58,98,14317
"Ocupantes presentes (005)",74026,2116,890,627,529,507,296,693,68368
"Departamento en edificio",,,,,,,,,
"Hogares (007)",19,1,1,,,,,1,16
"Ocupantes presentes (008)",71,2,2,,,,,8,59
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",305,17,3,5,3,1,,2,274
"Ocupantes presentes (011)",936,67,6,14,9,4,,3,833
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",67,2,1,,1,2,1,,60
"Ocupantes presentes (014)",260,8,2,,1,8,6,,235
"Choza o cabaña",,,,,,,,,
"Hogares (016)",5381,61,31,23,21,23,15,16,5191
"Ocupantes presentes (017)",27721,311,101,63,82,117,86,109,26852
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",114,6,3,,,1,,1,103
"Ocupantes presentes (020)",467,19,8,,,4,,6,430
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",30,1,,1,,,,,28
"Ocupantes presentes (023)",90,1,,3,,,,,86
"Otro tipo",,,,,,,,,
"Hogares (025)",7,,,,,,,,7
"Ocupantes presentes (026)",17,,,,,,,,17
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",13200,465,213,160,121,102,54,94,11991
"Ocupantes presentes (029)",61796,2094,867,615,506,472,272,658,56312
"Casa independiente",,,,,,,,,
"Hogares (031)",12663,438,205,154,117,98,53,90,11508
"Ocupantes presentes (032)",59974,1997,849,598,496,456,266,641,54671
"Departamento en edificio",,,,,,,,,
"Hogares (034)",19,1,1,,,,,1,16
"Ocupantes presentes (035)",71,2,2,,,,,8,59
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",305,17,3,5,3,1,,2,274
"Ocupantes presentes (038)",936,67,6,14,9,4,,3,833
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",67,2,1,,1,2,1,,60
"Ocupantes presentes (041)",260,8,2,,1,8,6,,235
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",114,6,3,,,1,,1,103
"Ocupantes presentes (047)",467,19,8,,,4,,6,430
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",25,1,,1,,,,,23
"Ocupantes presentes (050)",71,1,,3,,,,,67
"Otro tipo",,,,,,,,,
"Hogares (052)",7,,,,,,,,7
"Ocupantes presentes (053)",17,,,,,,,,17
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",8278,92,41,34,28,34,20,24,8005
"Ocupantes presentes (056)",41792,430,142,92,115,168,116,161,40568
"Casa independiente",,,,,,,,,
"Hogares (058)",2892,31,10,11,7,11,5,8,2809
"Ocupantes presentes (059)",14052,119,41,29,33,51,30,52,13697
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",5381,61,31,23,21,23,15,16,5191
"Ocupantes presentes (071)",27721,311,101,63,82,117,86,109,26852
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",5,,,,,,,,5
"Ocupantes presentes (077)",19,,,,,,,,19
"Otro tipo",,,,,,,,,
