"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia DATEM DEL MARAÑON (000)",308,157,151
"De 14 a 29 años (001)",193,117,76
"De 30 a 44 años (002)",75,31,44
"De 45 a 64 años (003)",34,9,25
"De 65 y más años (004)",6,,6
"Hombres (005)",261,130,131
"De 14 a 29 años (006)",155,93,62
"De 30 a 44 años (007)",70,29,41
"De 45 a 64 años (008)",30,8,22
"De 65 y más años (009)",6,,6
"Mujeres (010)",47,27,20
"De 14 a 29 años (011)",38,24,14
"De 30 a 44 años (012)",5,2,3
"De 45 a 64 años (013)",4,1,3
,,,
"AREA URBANA (015)",155,49,106
"De 14 a 29 años (016)",92,40,52
"De 30 a 44 años (017)",32,4,28
"De 45 a 64 años (018)",25,5,20
"De 65 y más años (019)",6,,6
"Hombres (020)",123,33,90
"De 14 a 29 años (021)",67,25,42
"De 30 a 44 años (022)",29,4,25
"De 45 a 64 años (023)",21,4,17
"De 65 y más años (024)",6,,6
"Mujeres (025)",32,16,16
"De 14 a 29 años (026)",25,15,10
"De 30 a 44 años (027)",3,,3
"De 45 a 64 años (028)",4,1,3
,,,
"AREA RURAL (030)",153,108,45
"De 14 a 29 años (031)",101,77,24
"De 30 a 44 años (032)",43,27,16
"De 45 a 64 años (033)",9,4,5
"Hombres (035)",138,97,41
"De 14 a 29 años (036)",88,68,20
"De 30 a 44 años (037)",41,25,16
"De 45 a 64 años (038)",9,4,5
"Mujeres (040)",15,11,4
"De 14 a 29 años (041)",13,9,4
"De 30 a 44 años (042)",2,2,
