"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUANCANE (000)",53204,4919,2814,736,44758
"Conviviente (001)",8992,351,396,91,8155
"Separado(a) (002)",953,36,46,10,862
"Casado(a) (003)",21369,665,1515,329,18875
"Viudo(a) (004)",4426,186,145,38,4057
"Divorciado(a) (005)",166,3,9,2,152
"Soltero(a) (006)",17298,3678,703,266,12657
"Hombres (008)",25400,2294,1494,487,21141
"Conviviente (009)",4264,81,210,63,3910
"Separado(a) (010)",167,5,16,3,143
"Casado(a) (011)",10385,306,849,212,9030
"Viudo(a) (012)",1360,61,63,10,1226
"Divorciado(a) (013)",49,1,6,,42
"Soltero(a) (014)",9175,1840,350,199,6790
"Mujeres (016)",27804,2625,1320,249,23617
"Conviviente (017)",4728,270,186,28,4245
"Separado(a) (018)",786,31,30,7,719
"Casado(a) (019)",10984,359,666,117,9845
"Viudo(a) (020)",3066,125,82,28,2831
"Divorciado(a) (021)",117,2,3,2,110
"Soltero(a) (022)",8123,1838,353,67,5867
,,,,,
"URBANA (024)",10701,874,1566,393,7881
"Conviviente (025)",2586,128,296,58,2104
"Separado(a) (026)",257,10,32,4,211
"Casado(a) (027)",3386,142,725,149,2380
"Viudo(a) (028)",506,20,41,7,438
"Divorciado(a) (029)",40,1,6,,33
"Soltero(a) (030)",3926,573,466,175,2715
"Hombres (032)",5314,418,807,291,3809
"Conviviente (033)",1257,34,158,43,1022
"Separado(a) (034)",47,2,10,3,32
"Casado(a) (035)",1728,81,389,97,1170
"Viudo(a) (036)",162,8,16,3,135
"Divorciado(a) (037)",8,,3,,5
"Soltero(a) (038)",2112,293,231,145,1445
"Mujeres (040)",5387,456,759,102,4072
"Conviviente (041)",1329,94,138,15,1082
"Separado(a) (042)",210,8,22,1,179
"Casado(a) (043)",1658,61,336,52,1210
"Viudo(a) (044)",344,12,25,4,303
"Divorciado(a) (045)",32,1,3,,28
"Soltero(a) (046)",1814,280,235,30,1270
,,,,,
"RURAL (048)",42503,4045,1248,343,36877
"Conviviente (049)",6406,223,100,33,6051
"Separado(a) (050)",696,26,14,6,651
"Casado(a) (051)",17983,523,790,180,16495
"Viudo(a) (052)",3920,166,104,31,3619
"Divorciado(a) (053)",126,2,3,2,119
"Soltero(a) (054)",13372,3105,237,91,9942
"Hombres (056)",20086,1876,687,196,17332
"Conviviente (057)",3007,47,52,20,2888
"Separado(a) (058)",120,3,6,,111
"Casado(a) (059)",8657,225,460,115,7860
"Viudo(a) (060)",1198,53,47,7,1091
"Divorciado(a) (061)",41,1,3,,37
"Soltero(a) (062)",7063,1547,119,54,5345
"Mujeres (064)",22417,2169,561,147,19545
"Conviviente (065)",3399,176,48,13,3163
"Separado(a) (066)",576,23,8,6,540
"Casado(a) (067)",9326,298,330,65,8635
"Viudo(a) (068)",2722,113,57,24,2528
"Divorciado(a) (069)",85,1,,2,82
"Soltero(a) (070)",6309,1558,118,37,4597
