"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia CAMANA",,,,,,,
"Viviendas particulares (001)",14463,1969,1761,1434,7886,656,757
"Ocupantes presentes (002)",52061,6246,5422,5573,30310,2027,2483
"Casa independiente",,,,,,,
"Viviendas particulares (004)",12672,1433,1061,1309,7627,563,679
"Ocupantes presentes (005)",46744,4638,3446,5143,29465,1783,2269
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",231,83,,111,23,7,7
"Ocupantes presentes (008)",782,276,,382,88,17,19
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",129,98,,4,18,5,4
"Ocupantes presentes (011)",372,252,,19,68,19,14
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",202,155,,2,24,11,10
"Ocupantes presentes (014)",629,450,,9,100,23,47
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1072,181,672,5,118,51,45
"Ocupantes presentes (017)",3054,577,1889,13,334,140,101
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",104,9,28,3,48,10,6
"Ocupantes presentes (020)",367,31,87,7,199,21,22
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",17,6,,,3,4,4
"Ocupantes presentes (023)",40,15,,,10,11,4
"Otro tipo",,,,,,,
"Viviendas particulares (025)",36,4,,,25,5,2
"Ocupantes presentes (026)",73,7,,,46,13,7
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",11735,1663,686,1377,7076,398,535
"Ocupantes presentes (029)",43808,5297,2421,5350,27624,1310,1806
"Casa independiente",,,,,,,
"Viviendas particulares (031)",11031,1313,658,1257,6939,358,506
"Ocupantes presentes (032)",41576,4277,2334,4933,27121,1209,1702
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",231,83,,111,23,7,7
"Ocupantes presentes (035)",782,276,,382,88,17,19
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",129,98,,4,18,5,4
"Ocupantes presentes (038)",372,252,,19,68,19,14
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",202,155,,2,24,11,10
"Ocupantes presentes (041)",629,450,,9,100,23,47
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",104,9,28,3,48,10,6
"Ocupantes presentes (047)",367,31,87,7,199,21,22
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",13,4,,,3,4,2
"Ocupantes presentes (050)",31,8,,,10,11,2
"Otro tipo",,,,,,,
"Viviendas particulares (052)",25,1,,,21,3,
"Ocupantes presentes (053)",51,3,,,38,10,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",2728,306,1075,57,810,258,222
"Ocupantes presentes (056)",8253,949,3001,223,2686,717,677
"Casa independiente",,,,,,,
"Viviendas particulares (058)",1641,120,403,52,688,205,173
"Ocupantes presentes (059)",5168,361,1112,210,2344,574,567
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1072,181,672,5,118,51,45
"Ocupantes presentes (071)",3054,577,1889,13,334,140,101
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",4,2,,,,,2
"Ocupantes presentes (077)",9,7,,,,,2
"Otro tipo",,,,,,,
"Viviendas particulares (079)",11,3,,,4,2,2
"Ocupantes presentes (080)",22,4,,,8,3,7
