"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PACHITEA (000)",900,44,532,197,93,34
"Sin nivel (001)",130,13,36,28,29,24
"Educación inicial (002)",4,4,,,,
"Primaria (003)",433,22,242,106,53,10
"Secundaria (004)",266,5,210,42,9,
"Superior no univ. incompleta (005)",11,,10,,1,
"Superior no univ. completa (006)",19,,10,9,,
"Superior univ. incompleta (007)",7,,5,2,,
"Superior univ. completa (008)",30,,19,10,1,
"Hombres (010)",615,31,338,140,79,27
"Sin nivel (011)",83,9,18,16,22,18
"Educación inicial (012)",4,4,,,,
"Primaria (013)",306,15,153,81,48,9
"Secundaria (014)",176,3,136,30,7,
"Superior no univ. incompleta (015)",9,,8,,1,
"Superior no univ. completa (016)",17,,9,8,,
"Superior univ. incompleta (017)",4,,3,1,,
"Superior univ. completa (018)",16,,11,4,1,
"Mujeres (020)",285,13,194,57,14,7
"Sin nivel (021)",47,4,18,12,7,6
"Primaria (023)",127,7,89,25,5,1
"Secundaria (024)",90,2,74,12,2,
"Superior no univ. incompleta (025)",2,,2,,,
"Superior no univ. completa (026)",2,,1,1,,
"Superior univ. incompleta (027)",3,,2,1,,
"Superior univ. completa (028)",14,,8,6,,
,,,,,,
"Area Urbana (030)",244,10,147,58,24,5
"Sin nivel (031)",15,2,5,4,1,3
"Primaria (033)",84,5,39,24,14,2
"Secundaria (034)",96,3,68,18,7,
"Superior no univ. incompleta (035)",9,,8,,1,
"Superior no univ. completa (036)",15,,8,7,,
"Superior univ. incompleta (037)",7,,5,2,,
"Superior univ. completa (038)",18,,14,3,1,
"Hombres (040)",172,5,101,40,22,4
"Sin nivel (041)",7,,2,2,1,2
"Primaria (043)",61,3,25,18,13,2
"Secundaria (044)",70,2,50,12,6,
"Superior no univ. incompleta (045)",7,,6,,1,
"Superior no univ. completa (046)",13,,7,6,,
"Superior univ. incompleta (047)",4,,3,1,,
"Superior univ. completa (048)",10,,8,1,1,
"Mujeres (050)",72,5,46,18,2,1
"Sin nivel (051)",8,2,3,2,,1
"Primaria (053)",23,2,14,6,1,
"Secundaria (054)",26,1,18,6,1,
"Superior no univ. incompleta (055)",2,,2,,,
"Superior no univ. completa (056)",2,,1,1,,
"Superior univ. incompleta (057)",3,,2,1,,
"Superior univ. completa (058)",8,,6,2,,
,,,,,,
"Area Rural (060)",656,34,385,139,69,29
"Sin nivel (061)",115,11,31,24,28,21
"Educación inicial (062)",4,4,,,,
"Primaria (063)",349,17,203,82,39,8
"Secundaria (064)",170,2,142,24,2,
"Superior no univ. incompleta (065)",2,,2,,,
"Superior no univ. completa (066)",4,,2,2,,
"Superior univ. completa (068)",12,,5,7,,
"Hombres (070)",443,26,237,100,57,23
"Sin nivel (071)",76,9,16,14,21,16
"Educación inicial (072)",4,4,,,,
"Primaria (073)",245,12,128,63,35,7
"Secundaria (074)",106,1,86,18,1,
"Superior no univ. incompleta (075)",2,,2,,,
"Superior no univ. completa (076)",4,,2,2,,
"Superior univ. completa (078)",6,,3,3,,
"Mujeres (080)",213,8,148,39,12,6
"Sin nivel (081)",39,2,15,10,7,5
"Primaria (083)",104,5,75,19,4,1
"Secundaria (084)",64,1,56,6,1,
"Superior univ. completa (088)",6,,2,4,,
