"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia CUTERVO",,,,,
"Viviendas particulares (001)",2509,473,401,690,945
"Ocupantes presentes (002)",11409,2089,1806,3137,4377
"Casa independiente",,,,,
"Viviendas particulares (004)",2487,468,397,689,933
"Ocupantes presentes (005)",11304,2070,1792,3129,4313
"Departamento en edificio",,,,,
"Viviendas particulares (007)",7,2,3,,2
"Ocupantes presentes (008)",31,2,9,,20
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",1,,,,1
"Ocupantes presentes (011)",5,,,,5
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",1,,,1,
"Ocupantes presentes (014)",8,,,8,
"Choza o cabaña",,,,,
"Viviendas particulares (016)",11,2,1,,8
"Ocupantes presentes (017)",56,13,5,,38
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",1,1,,,
"Ocupantes presentes (020)",4,4,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",1,,,,1
"Ocupantes presentes (023)",1,,,,1
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",323,84,49,89,101
"Ocupantes presentes (029)",1362,323,211,387,441
"Casa independiente",,,,,
"Viviendas particulares (031)",313,81,46,88,98
"Ocupantes presentes (032)",1314,317,202,379,416
"Departamento en edificio",,,,,
"Viviendas particulares (034)",7,2,3,,2
"Ocupantes presentes (035)",31,2,9,,20
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",1,,,,1
"Ocupantes presentes (038)",5,,,,5
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",1,,,1,
"Ocupantes presentes (041)",8,,,8,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",1,1,,,
"Ocupantes presentes (047)",4,4,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",2186,389,352,601,844
"Ocupantes presentes (056)",10047,1766,1595,2750,3936
"Casa independiente",,,,,
"Viviendas particulares (058)",2174,387,351,601,835
"Ocupantes presentes (059)",9990,1753,1590,2750,3897
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",11,2,1,,8
"Ocupantes presentes (071)",56,13,5,,38
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (076)",1,,,,1
"Ocupantes presentes (077)",1,,,,1
"Otro tipo",,,,,
