"CUADRO Nº 17: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE ABASTECIMIENTO DE AGUA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL; Y TIPO DE ABASTECIMIENTO DE AGUA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia HUANUCO (000)",60978,36208,24770
"Red pública dentro de la vivienda (001)",27709,25851,1858
"Red pública fuera de la vivienda (002)",4640,3892,748
"Pilón de uso público (003)",2441,1177,1264
"Camión - cisterna u otro similar (004)",1301,894,407
"Pozo (005)",3775,713,3062
"Río, acequia, manatial o similar (006)",19629,3112,16517
"Vecino (007)",1214,484,730
"Otro (008)",269,85,184
,,,
"URBANA (010)",36687,32423,4264
"Red pública dentro de la vivienda (011)",26405,25268,1137
"Red pública fuera de la vivienda (012)",3986,3593,393
"Pilón de uso público (013)",1553,908,645
"Camión - cisterna u otro similar (014)",995,635,360
"Pozo (015)",478,266,212
"Río, acequia, manatial o similar (016)",2148,1266,882
"Vecino (017)",941,413,528
"Otro (018)",181,74,107
,,,
"RURAL (020)",24291,3785,20506
"Red pública dentro de la vivienda (021)",1304,583,721
"Red pública fuera de la vivienda (022)",654,299,355
"Pilón de uso público (023)",888,269,619
"Camión - cisterna u otro similar (024)",306,259,47
"Pozo (025)",3297,447,2850
"Río, acequia, manatial o similar (026)",17481,1846,15635
"Vecino (027)",273,71,202
"Otro (028)",88,11,77
