"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia GRAN CHIMU (000)",7463,115,2981,2394,752,271,128,41,4,,777
"Sin Nivel (001)",1631,55,668,540,120,48,32,10,2,,156
"Educación Inicial (002)",33,2,19,4,3,,,,,,5
"Primaria (003)",3882,50,1702,1236,368,112,62,22,2,,328
"Secundaria (004)",1224,7,485,386,124,41,16,4,,,161
"Sup. no Univ. Incompleta (005)",142,,28,64,23,11,,1,,,15
"Sup. no Univ. Completa (006)",278,,44,94,62,21,7,2,,,48
"Sup. Univ. Incompleta (007)",59,,11,13,11,8,,,,,16
"Sup. Univ. Completa (008)",214,1,24,57,41,30,11,2,,,48
,,,,,,,,,,,
"URBANA (010)",1849,9,578,621,277,90,39,15,,,220
"Sin Nivel (011)",205,5,75,66,26,5,3,1,,,24
"Educación Inicial (012)",3,,2,,,,,,,,1
"Primaria (013)",802,3,279,274,119,30,16,8,,,73
"Secundaria (014)",415,1,157,140,45,13,9,1,,,49
"Sup. no Univ. Incompleta (015)",72,,10,37,12,5,,1,,,7
"Sup. no Univ. Completa (016)",186,,34,64,38,13,5,2,,,30
"Sup. Univ. Incompleta (017)",37,,5,8,8,5,,,,,11
"Sup. Univ. Completa (018)",129,,16,32,29,19,6,2,,,25
,,,,,,,,,,,
"RURAL (020)",5614,106,2403,1773,475,181,89,26,4,,557
"Sin Nivel (021)",1426,50,593,474,94,43,29,9,2,,132
"Educación Inicial (022)",30,2,17,4,3,,,,,,4
"Primaria (023)",3080,47,1423,962,249,82,46,14,2,,255
"Secundaria (024)",809,6,328,246,79,28,7,3,,,112
"Sup. no Univ. Incompleta (025)",70,,18,27,11,6,,,,,8
"Sup. no Univ. Completa (026)",92,,10,30,24,8,2,,,,18
"Sup. Univ. Incompleta (027)",22,,6,5,3,3,,,,,5
"Sup. Univ. Completa (028)",85,1,8,25,12,11,5,,,,23
