"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia BOLOGNESI (000)",27090,6183,7495,5935,4636,2841
"Hombres (001)",14150,3197,4025,3243,2327,1358
"Mujeres (002)",12940,2986,3470,2692,2309,1483
"PEA (003)",11569,153,3649,3994,2711,1062
"Hombres (004)",8354,103,2638,2893,1939,781
"Mujeres (005)",3215,50,1011,1101,772,281
"Ocupada (006)",11045,146,3368,3846,2636,1049
"Hombres (007)",7990,96,2468,2782,1876,768
"Mujeres (008)",3055,50,900,1064,760,281
"Desocupada (009)",524,7,281,148,75,13
"Hombres (010)",364,7,170,111,63,13
"Mujeres (011)",160,,111,37,12,
"No PEA (012)",15521,6030,3846,1941,1925,1779
"Hombres (013)",5796,3094,1387,350,388,577
"Mujeres (014)",9725,2936,2459,1591,1537,1202
,,,,,,
"URBANA (018)",17195,3974,4732,3780,2919,1790
"Hombres (019)",8696,2041,2459,1948,1430,818
"Mujeres (020)",8499,1933,2273,1832,1489,972
"PEA (021)",7036,88,2149,2546,1690,563
"Hombres (022)",4842,60,1491,1726,1168,397
"Mujeres (023)",2194,28,658,820,522,166
"Ocupada (024)",6645,81,1958,2426,1627,553
"Hombres (025)",4564,53,1369,1638,1117,387
"Mujeres (026)",2081,28,589,788,510,166
"Desocupada (027)",391,7,191,120,63,10
"Hombres (028)",278,7,122,88,51,10
"Mujeres (029)",113,,69,32,12,
"No PEA (030)",10159,3886,2583,1234,1229,1227
"Hombres (031)",3854,1981,968,222,262,421
"Mujeres (032)",6305,1905,1615,1012,967,806
,,,,,,
"RURAL (036)",9895,2209,2763,2155,1717,1051
"Hombres (037)",5454,1156,1566,1295,897,540
"Mujeres (038)",4441,1053,1197,860,820,511
"PEA (039)",4533,65,1500,1448,1021,499
"Hombres (040)",3512,43,1147,1167,771,384
"Mujeres (041)",1021,22,353,281,250,115
"Ocupada (042)",4400,65,1410,1420,1009,496
"Hombres (043)",3426,43,1099,1144,759,381
"Mujeres (044)",974,22,311,276,250,115
"Desocupada (045)",133,,90,28,12,3
"Hombres (046)",86,,48,23,12,3
"Mujeres (047)",47,,42,5,,
"No PEA (048)",5362,2144,1263,707,696,552
"Hombres (049)",1942,1113,419,128,126,156
"Mujeres (050)",3420,1031,844,579,570,396
