"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CANDARAVE (000)",4063,3150,256,301,356
"Sin nivel (001)",382,369,4,3,6
"Educación inicial (002)",2,2,,,
"Primaria (003)",1404,1227,56,60,61
"Secundaria (004)",1646,1231,126,120,169
"Superior no univ. incompleta (005)",132,78,7,25,22
"Superior no univ. completa (006)",184,100,29,27,28
"Superior univ. incompleta (007)",90,61,3,10,16
"Superior univ. completa (008)",223,82,31,56,54
"De 06 a 14 años (010)",38,37,1,,
"Educación inicial (012)",1,1,,,
"Primaria (013)",26,25,1,,
"Secundaria (014)",11,11,,,
"De 15 a 29 años (020)",1141,812,99,110,120
"Sin nivel (021)",4,3,,1,
"Primaria (023)",106,92,4,7,3
"Secundaria (024)",802,587,77,64,74
"Superior no univ. incompleta (025)",76,50,4,15,7
"Superior no univ. completa (026)",72,35,9,11,17
"Superior univ. incompleta (027)",25,17,,2,6
"Superior univ. completa (028)",56,28,5,10,13
"De 30 a 44 años (030)",1327,941,102,128,156
"Sin nivel (031)",55,52,1,1,1
"Educación inicial (032)",1,1,,,
"Primaria (033)",407,336,21,25,25
"Secundaria (034)",571,429,39,37,66
"Superior no univ. incompleta (035)",43,18,1,10,14
"Superior no univ. completa (036)",74,39,15,12,8
"Superior univ. incompleta (037)",39,27,3,3,6
"Superior univ. completa (038)",137,39,22,40,36
"De 45 a 64 años (040)",1125,950,49,57,69
"Sin nivel (041)",161,155,2,1,3
"Primaria (043)",631,555,26,22,28
"Secundaria (044)",237,182,10,19,26
"Superior no univ. incompleta (045)",10,8,2,,
"Superior no univ. completa (046)",34,22,5,4,3
"Superior univ. incompleta (047)",23,14,,5,4
"Superior univ. completa (048)",29,14,4,6,5
"De 65 y más años (050)",432,410,5,6,11
"Sin nivel (051)",162,159,1,,2
"Primaria (053)",234,219,4,6,5
"Secundaria (054)",25,22,,,3
"Superior no univ. incompleta (055)",3,2,,,1
"Superior no univ. completa (056)",4,4,,,
"Superior univ. incompleta (057)",3,3,,,
"Superior univ. completa (058)",1,1,,,
,,,,,
"URBANA (060)",2639,2000,173,225,241
"Sin nivel (061)",215,209,3,2,1
"Primaria (063)",872,768,30,40,34
"Secundaria (064)",1064,781,86,85,112
