"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia OTUZCO (000)",22714,21741,64,4362,4318,3483,4659,2861,1462,532,973,80450
"De 12 a 14 años (001)",39,19,1,15,3,,,,,,20,21
"De 15 a 19 años (002)",727,652,6,558,79,9,,,,,75,743
"De 20 a 24 años (003)",2485,2150,6,1220,694,186,40,4,,,335,3360
"De 25 a 29 años (004)",2688,2477,8,809,833,520,271,32,4,,211,5431
"De 30 a 34 años (005)",2773,2670,3,526,767,630,591,136,16,1,103,7503
"De 35 a 39 años (006)",2604,2543,5,303,585,557,725,287,73,8,61,8860
"De 40 a 44 años (007)",2168,2125,5,212,376,434,592,343,129,34,43,8502
"De 45 a 49 años (008)",1897,1862,3,137,270,301,525,370,188,68,35,8638
"De 50 y más años (009)",7333,7243,27,582,711,846,1915,1689,1052,421,90,37392
"PEA (010)",4340,4050,20,1031,925,673,744,412,170,75,290,13071
"De 12 a 14 años (011)",7,4,,3,1,,,,,,3,5
"De 15 a 19 años (012)",105,93,2,80,9,2,,,,,12,104
"De 20 a 24 años (013)",419,339,2,214,88,30,5,,,,80,501
"De 25 a 29 años (014)",577,498,2,209,154,90,39,4,,,79,979
"De 30 a 34 años (015)",613,578,1,193,162,100,101,21,,,35,1378
"De 35 a 39 años (016)",588,556,3,97,174,122,105,43,10,2,32,1663
"De 40 a 44 años (017)",500,485,1,77,112,115,110,56,13,1,15,1607
"De 45 a 49 años (018)",421,409,2,49,89,74,84,64,27,20,12,1683
"De 50 y más años (019)",1110,1088,7,109,136,140,300,224,120,52,22,5151
"Ocupada (020)",4253,3976,19,995,911,667,734,408,168,74,277,12893
"De 12 a 14 años (021)",7,4,,3,1,,,,,,3,5
