"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ABANCAY (000)",90364,4148,23729,18941,13379,11319,7732,5115,6001
"Quechua (001)",43425,1103,7824,7121,6788,6754,5087,3795,4953
"Aymara (002)",189,10,21,24,35,31,30,15,23
"Ashaninca (003)",15,,8,3,,2,1,1,
"Otra lengua nativa (004)",32,1,9,9,4,1,,3,5
"Castellano (005)",46510,3021,15819,11753,6515,4509,2602,1292,999
"Idioma extranjero (006)",41,2,6,7,11,8,5,,2
"Es sordomudo/a (007)",152,11,42,24,26,14,7,9,19
"Hombres (009)",44682,2116,12233,9389,6346,5493,3818,2512,2775
"Quechua (010)",21084,561,4007,3563,3211,3263,2476,1808,2195
"Aymara (011)",91,5,9,12,17,20,8,10,10
"Ashaninca (012)",9,,4,2,,1,1,1,
"Otra lengua nativa (013)",13,1,5,4,1,,,1,1
"Castellano (014)",23391,1545,8181,5793,3100,2198,1327,687,560
"Idioma extranjero (015)",23,,4,3,5,6,4,,1
"Es sordomudo/a (016)",71,4,23,12,12,5,2,5,8
"Mujeres (018)",45682,2032,11496,9552,7033,5826,3914,2603,3226
"Quechua (019)",22341,542,3817,3558,3577,3491,2611,1987,2758
"Aymara (020)",98,5,12,12,18,11,22,5,13
"Ashaninca (021)",6,,4,1,,1,,,
"Otra lengua nativa (022)",19,,4,5,3,1,,2,4
"Castellano (023)",23119,1476,7638,5960,3415,2311,1275,605,439
"Idioma extranjero (024)",18,2,2,4,6,2,1,,1
"Es sordomudo/a (025)",81,7,19,12,14,9,5,4,11
,,,,,,,,,
"URBANA (027)",57445,2367,14415,13663,9182,7427,4762,2713,2916
"Quechua (028)",18274,112,1824,3540,3337,3384,2447,1566,2064
"Aymara (029)",167,9,15,23,32,28,26,15,19
"Ashaninca (030)",10,,4,3,,2,,1,
"Otra lengua nativa (031)",21,1,3,6,4,1,,3,3
"Castellano (032)",38869,2236,12546,10069,5786,4000,2282,1127,823
"Idioma extranjero (033)",40,2,6,7,11,8,4,,2
"Es sordomudo/a (034)",64,7,17,15,12,4,3,1,5
"Hombres (036)",27904,1223,7320,6611,4249,3548,2335,1324,1294
"Quechua (037)",8455,58,890,1693,1493,1586,1173,727,835
"Aymara (038)",80,5,6,11,17,18,7,10,6
"Ashaninca (039)",6,,2,2,,1,,1,
"Otra lengua nativa (040)",8,1,1,3,1,,,1,1
"Castellano (041)",19307,1157,6409,4893,2726,1937,1152,584,449
"Idioma extranjero (042)",22,,4,3,5,6,3,,1
"Es sordomudo/a (043)",26,2,8,6,7,,,1,2
"Mujeres (045)",29541,1144,7095,7052,4933,3879,2427,1389,1622
"Quechua (046)",9819,54,934,1847,1844,1798,1274,839,1229
"Aymara (047)",87,4,9,12,15,10,19,5,13
"Ashaninca (048)",4,,2,1,,1,,,
"Otra lengua nativa (049)",13,,2,3,3,1,,2,2
"Castellano (050)",19562,1079,6137,5176,3060,2063,1130,543,374
"Idioma extranjero (051)",18,2,2,4,6,2,1,,1
"Es sordomudo/a (052)",38,5,9,9,5,4,3,,3
,,,,,,,,,
"RURAL (054)",32919,1781,9314,5278,4197,3892,2970,2402,3085
"Quechua (055)",25151,991,6000,3581,3451,3370,2640,2229,2889
"Aymara (056)",22,1,6,1,3,3,4,,4
"Ashaninca (057)",5,,4,,,,1,,
"Otra lengua nativa (058)",11,,6,3,,,,,2
"Castellano (059)",7641,785,3273,1684,729,509,320,165,176
"Idioma extranjero (060)",1,,,,,,1,,
"Es sordomudo/a (061)",88,4,25,9,14,10,4,8,14
"Hombres (063)",16778,893,4913,2778,2097,1945,1483,1188,1481
"Quechua (064)",12629,503,3117,1870,1718,1677,1303,1081,1360
"Aymara (065)",11,,3,1,,2,1,,4
"Ashaninca (066)",3,,2,,,,1,,
"Otra lengua nativa (067)",5,,4,1,,,,,
"Castellano (068)",4084,388,1772,900,374,261,175,103,111
"Idioma extranjero (069)",1,,,,,,1,,
"Es sordomudo/a (070)",45,2,15,6,5,5,2,4,6
"Mujeres (072)",16141,888,4401,2500,2100,1947,1487,1214,1604
"Quechua (073)",12522,488,2883,1711,1733,1693,1337,1148,1529
"Aymara (074)",11,1,3,,3,1,3,,
"Ashaninca (075)",2,,2,,,,,,
"Otra lengua nativa (076)",6,,2,2,,,,,2
"Castellano (077)",3557,397,1501,784,355,248,145,62,65
"Es sordomudo/a (079)",43,2,10,3,9,5,2,4,8
