"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia TAYACAJA",,,,,
"Viviendas particulares (001)",537,139,101,147,150
"Ocupantes presentes (002)",2193,504,425,648,616
"Casa independiente",,,,,
"Viviendas particulares (004)",528,136,99,147,146
"Ocupantes presentes (005)",2152,498,407,648,599
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",1,,1,,
"Ocupantes presentes (011)",13,,13,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",7,2,1,,4
"Ocupantes presentes (014)",26,4,5,,17
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",1,1,,,
"Ocupantes presentes (020)",2,2,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",308,85,72,83,68
"Ocupantes presentes (029)",1214,289,308,336,281
"Casa independiente",,,,,
"Viviendas particulares (031)",299,82,70,83,64
"Ocupantes presentes (032)",1173,283,290,336,264
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",1,,1,,
"Ocupantes presentes (038)",13,,13,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",7,2,1,,4
"Ocupantes presentes (041)",26,4,5,,17
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",1,1,,,
"Ocupantes presentes (047)",2,2,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",229,54,29,64,82
"Ocupantes presentes (056)",979,215,117,312,335
"Casa independiente",,,,,
"Viviendas particulares (058)",229,54,29,64,82
"Ocupantes presentes (059)",979,215,117,312,335
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
