"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PALLASCA (000)",29454,5774,2459,488,20748
"Menos de 1 año (001)",815,398,54,1,362
"De 1 a 14 años (002)",10279,4176,720,53,5330
"De 15 a 29 años (003)",6622,691,405,143,5386
"De 30 a 44 años (004)",4979,251,686,168,3880
"De 45 a 64 años (005)",4113,158,415,88,3458
"De 65 y mas años (006)",2646,100,179,35,2332
"Hombres (008)",14886,2819,1318,386,10377
"Menos de 1 año (009)",409,193,31,1,184
"De 1 a 14 años (010)",5212,2131,354,25,2702
"De 15 a 29 años (011)",3433,284,219,118,2815
"De 30 a 44 años (012)",2580,86,372,148,1980
"De 45 a 64 años (013)",2074,80,236,73,1690
"De 65 y mas años (014)",1178,45,106,21,1006
"Mujeres (016)",14568,2955,1141,102,10371
"Menos de 1 año (017)",406,205,23,,178
"De 1 a 14 años (018)",5067,2045,366,28,2628
"De 15 a 29 años (019)",3189,407,186,25,2571
"De 30 a 44 años (020)",2399,165,314,20,1900
"De 45 a 64 años (021)",2039,78,179,15,1768
"De 65 y mas años (022)",1468,55,73,14,1326
,,,,,
"URBANA (024)",15229,2929,1914,306,10091
"Menos de 1 año (025)",363,184,37,,142
"De 1 a 14 años (026)",4997,2055,562,45,2335
"De 15 a 29 años (027)",3418,404,304,81,2630
"De 30 a 44 años (028)",2666,148,502,96,1924
"De 45 a 64 años (029)",2284,86,356,55,1793
"De 65 y mas años (030)",1501,52,153,29,1267
"Hombres (032)",7597,1417,1015,228,4947
"Menos de 1 año (033)",165,81,21,,63
"De 1 a 14 años (034)",2532,1056,276,24,1176
"De 15 a 29 años (035)",1778,159,164,63,1393
"De 30 a 44 años (036)",1353,54,266,83,954
"De 45 a 64 años (037)",1129,44,202,43,845
"De 65 y mas años (038)",640,23,86,15,516
"Mujeres (040)",7632,1512,899,78,5144
"Menos de 1 año (041)",198,103,16,,79
"De 1 a 14 años (042)",2465,999,286,21,1159
"De 15 a 29 años (043)",1640,245,140,18,1237
"De 30 a 44 años (044)",1313,94,236,13,970
"De 45 a 64 años (045)",1155,42,154,12,948
"De 65 y mas años (046)",861,29,67,14,751
,,,,,
"RURAL (048)",14225,2845,545,182,10657
"Menos de 1 año (049)",452,214,17,1,220
"De 1 a 14 años (050)",5282,2121,158,8,2995
"De 15 a 29 años (051)",3204,287,101,62,2756
"De 30 a 44 años (052)",2313,103,184,72,1956
"De 45 a 64 años (053)",1829,72,59,33,1665
"De 65 y mas años (054)",1145,48,26,6,1065
"Hombres (056)",7289,1402,303,158,5430
"Menos de 1 año (057)",244,112,10,1,121
"De 1 a 14 años (058)",2680,1075,78,1,1526
"De 15 a 29 años (059)",1655,125,55,55,1422
"De 30 a 44 años (060)",1227,32,106,65,1026
"De 45 a 64 años (061)",945,36,34,30,845
"De 65 y mas años (062)",538,22,20,6,490
"Mujeres (064)",6936,1443,242,24,5227
"Menos de 1 año (065)",208,102,7,,99
"De 1 a 14 años (066)",2602,1046,80,7,1469
"De 15 a 29 años (067)",1549,162,46,7,1334
"De 30 a 44 años (068)",1086,71,78,7,930
"De 45 a 64 años (069)",884,36,25,3,820
"De 65 y mas años (070)",607,26,6,,575
