"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TARATA (000)",2377,2275,19,493,509,387,515,245,94,13,102,7434
"De 12 a 14 años (001)",1,1,1,,,,,,,,,
"De 15 a 19 años (002)",59,54,,48,5,1,,,,,5,61
"De 20 a 24 años (003)",192,166,3,109,44,9,1,,,,26,228
"De 25 a 29 años (004)",250,216,3,105,65,35,7,,1,,34,378
"De 30 a 34 años (005)",232,217,1,60,98,36,19,2,1,,15,468
"De 35 a 39 años (006)",238,230,1,44,88,44,46,6,1,,8,594
"De 40 a 44 años (007)",214,211,2,26,54,65,41,19,4,,3,662
"De 45 a 49 años (008)",203,200,1,21,45,36,65,27,5,,3,722
"De 50 y más años (009)",988,980,7,80,110,161,336,191,82,13,8,4321
"PEA (010)",1518,1453,9,327,344,252,308,153,54,6,65,4619
"De 15 a 19 años (012)",24,22,,19,3,,,,,,2,25
"De 20 a 24 años (013)",114,98,1,70,25,2,,,,,16,126
"De 25 a 29 años (014)",164,141,2,77,41,20,1,,,,23,223
"De 30 a 34 años (015)",154,144,,46,66,19,11,1,1,,10,295
"De 35 a 39 años (016)",181,176,,35,72,30,35,3,1,,5,446
"De 40 a 44 años (017)",155,152,1,17,41,47,32,11,3,,3,473
"De 45 a 49 años (018)",144,143,1,15,35,24,43,21,4,,1,512
"De 50 y más años (019)",582,577,4,48,61,110,186,117,45,6,5,2519
"Ocupada (020)",1468,1409,9,310,337,244,303,149,52,5,59,4493
"De 15 a 19 años (022)",23,21,,18,3,,,,,,2,24
"De 20 a 24 años (023)",106,91,1,65,23,2,,,,,15,117
"De 25 a 29 años (024)",151,131,2,71,40,17,1,,,,20,206
"De 30 a 34 años (025)",149,141,,44,65,19,11,1,1,,8,291
