"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUAMANGA (000)",3794,1064,2730
"Sin nivel (001)",214,46,168
"Educación inicial (002)",7,2,5
"Primaria (003)",849,226,623
"Secundaria (004)",1360,420,940
"Superior no univ. incompleta (005)",194,57,137
"Superior no univ. completa (006)",390,111,279
"Superior univ. incompleta (007)",255,69,186
"Superior univ. completa (008)",525,133,392
"De 14 a 29 años (010)",1950,761,1189
"Sin nivel (011)",32,20,12
"Educación inicial (012)",3,2,1
"Primaria (013)",301,121,180
"Secundaria (014)",917,356,561
"Superior no univ. incompleta (015)",114,43,71
"Superior no univ. completa (016)",201,77,124
"Superior univ. incompleta (017)",162,58,104
"Superior univ. completa (018)",220,84,136
"De 30 a 44 años (020)",1253,260,993
"Sin nivel (021)",52,15,37
"Educación inicial (022)",4,,4
"Primaria (023)",337,90,247
"Secundaria (024)",316,56,260
"Superior no univ. incompleta (025)",68,14,54
"Superior no univ. completa (026)",165,32,133
"Superior univ. incompleta (027)",68,8,60
"Superior univ. completa (028)",243,45,198
"De 45 a 64 años (030)",484,43,441
"Sin nivel (031)",81,11,70
"Primaria (033)",174,15,159
"Secundaria (034)",114,8,106
"Superior no univ. incompleta (035)",12,,12
"Superior no univ. completa (036)",24,2,22
"Superior univ. incompleta (037)",23,3,20
"Superior univ. completa (038)",56,4,52
"De 65 y más años (040)",107,,107
"Sin nivel (041)",49,,49
"Primaria (043)",37,,37
"Secundaria (044)",13,,13
"Superior univ. incompleta (047)",2,,2
"Superior univ. completa (048)",6,,6
,,,
"AREA URBANA (050)",3037,846,2191
"Sin nivel (051)",101,23,78
"Educación inicial (052)",5,2,3
"Primaria (053)",471,111,360
"Secundaria (054)",1126,345,781
"Superior no univ. incompleta (055)",180,55,125
"Superior no univ. completa (056)",381,109,272
"Superior univ. incompleta (057)",254,69,185
"Superior univ. completa (058)",519,132,387
"De 14 a 29 años (060)",1563,616,947
"Sin nivel (061)",14,9,5
"Educación inicial (062)",2,2,
"Primaria (063)",135,59,76
"Secundaria (064)",731,289,442
"Superior no univ. incompleta (065)",105,41,64
"Superior no univ. completa (066)",195,75,120
"Superior univ. incompleta (067)",162,58,104
"Superior univ. completa (068)",219,83,136
"De 30 a 44 años (070)",1032,201,831
"Sin nivel (071)",29,9,20
"Educación inicial (072)",3,,3
"Primaria (073)",189,45,144
"Secundaria (074)",279,48,231
"Superior no univ. incompleta (075)",64,14,50
"Superior no univ. completa (076)",162,32,130
"Superior univ. incompleta (077)",67,8,59
"Superior univ. completa (078)",239,45,194
"De 45 a 64 años (080)",376,29,347
"Sin nivel (081)",41,5,36
"Primaria (083)",118,7,111
"Secundaria (084)",104,8,96
"Superior no univ. incompleta (085)",11,,11
"Superior no univ. completa (086)",24,2,22
"Superior univ. incompleta (087)",23,3,20
"Superior univ. completa (088)",55,4,51
"De 65 y más años (090)",66,,66
"Sin nivel (091)",17,,17
"Primaria (093)",29,,29
"Secundaria (094)",12,,12
"Superior univ. incompleta (097)",2,,2
"Superior univ. completa (098)",6,,6
,,,
"AREA RURAL (100)",757,218,539
"Sin nivel (101)",113,23,90
"Educación inicial (102)",2,,2
"Primaria (103)",378,115,263
"Secundaria (104)",234,75,159
"Superior no univ. incompleta (105)",14,2,12
"Superior no univ. completa (106)",9,2,7
"Superior univ. incompleta (107)",1,,1
"Superior univ. completa (108)",6,1,5
"De 14 a 29 años (110)",387,145,242
"Sin nivel (111)",18,11,7
"Educación inicial (112)",1,,1
"Primaria (113)",166,62,104
"Secundaria (114)",186,67,119
"Superior no univ. incompleta (115)",9,2,7
"Superior no univ. completa (116)",6,2,4
"Superior univ. completa (118)",1,1,
"De 30 a 44 años (120)",221,59,162
"Sin nivel (121)",23,6,17
"Educación inicial (122)",1,,1
"Primaria (123)",148,45,103
"Secundaria (124)",37,8,29
"Superior no univ. incompleta (125)",4,,4
"Superior no univ. completa (126)",3,,3
"Superior univ. incompleta (127)",1,,1
"Superior univ. completa (128)",4,,4
"De 45 a 64 años (130)",108,14,94
"Sin nivel (131)",40,6,34
"Primaria (133)",56,8,48
"Secundaria (134)",10,,10
"Superior no univ. incompleta (135)",1,,1
"Superior univ. completa (138)",1,,1
"De 65 y más años (140)",41,,41
"Sin nivel (141)",32,,32
"Primaria (143)",8,,8
"Secundaria (144)",1,,1
