"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ASUNCION (000)",8508,2138,970,179,5231
"Sin Nivel (001)",2397,394,132,18,1853
"Educación Inicial (002)",294,178,41,5,70
"Primaria (003)",2934,1058,268,42,1566
"Secundaria (004)",2072,480,201,46,1346
"Sup. no Univ. Incompleta (005)",154,5,29,10,112
"Sup. no Univ. Completa (006)",392,11,184,36,165
"Sup. Univ. Incompleta (007)",98,4,29,14,53
"Sup. Univ. Completa (008)",167,8,86,8,66
"Hombres (010)",4103,1066,528,112,2406
"Sin Nivel (011)",833,172,74,6,581
"Educación Inicial (012)",162,100,20,4,38
"Primaria (013)",1537,547,151,20,819
"Secundaria (014)",1082,231,94,32,726
"Sup. no Univ. Incompleta (015)",105,3,23,8,73
"Sup. no Univ. Completa (016)",255,7,112,27,113
"Sup. Univ. Incompleta (017)",52,2,12,11,28
"Sup. Univ. Completa (018)",77,4,42,4,28
"Mujeres (020)",4405,1072,442,67,2825
"Sin Nivel (021)",1564,222,58,12,1272
"Educación Inicial (022)",132,78,21,1,32
"Primaria (023)",1397,511,117,22,747
"Secundaria (024)",990,249,107,14,620
"Sup. no Univ. Incompleta (025)",49,2,6,2,39
"Sup. no Univ. Completa (026)",137,4,72,9,52
"Sup. Univ. Incompleta (027)",46,2,17,3,25
"Sup. Univ. Completa (028)",90,4,44,4,38
,,,,,
"URBANA (030)",2128,296,611,137,1093
"Sin Nivel (031)",314,63,69,12,170
"Educación Inicial (032)",82,26,22,3,31
"Primaria (033)",590,121,134,26,309
"Secundaria (034)",568,73,122,39,334
"Sup. no Univ. Incompleta (035)",93,4,20,9,62
"Sup. no Univ. Completa (036)",286,4,148,30,108
"Sup. Univ. Incompleta (037)",71,2,27,12,32
"Sup. Univ. Completa (038)",124,3,69,6,47
"Hombres (040)",1079,154,326,89,518
"Sin Nivel (041)",128,33,37,3,55
"Educación Inicial (042)",44,18,10,3,13
"Primaria (043)",295,65,77,14,139
"Secundaria (044)",278,31,56,26,165
"Sup. no Univ. Incompleta (045)",67,3,15,7,44
"Sup. no Univ. Completa (046)",174,2,88,23,65
"Sup. Univ. Incompleta (047)",36,1,10,9,17
"Sup. Univ. Completa (048)",57,1,33,4,20
"Mujeres (050)",1049,142,285,48,575
"Sin Nivel (051)",186,30,32,9,115
"Educación Inicial (052)",38,8,12,,18
"Primaria (053)",295,56,57,12,170
"Secundaria (054)",290,42,66,13,169
"Sup. no Univ. Incompleta (055)",26,1,5,2,18
"Sup. no Univ. Completa (056)",112,2,60,7,43
"Sup. Univ. Incompleta (057)",35,1,17,3,15
"Sup. Univ. Completa (058)",67,2,36,2,27
,,,,,
"RURAL (060)",6380,1842,359,42,4138
"Sin Nivel (061)",2083,331,63,6,1683
"Educación Inicial (062)",212,152,19,2,39
"Primaria (063)",2344,937,134,16,1257
"Secundaria (064)",1504,407,79,7,1012
"Sup. no Univ. Incompleta (065)",61,1,9,1,50
"Sup. no Univ. Completa (066)",106,7,36,6,57
"Sup. Univ. Incompleta (067)",27,2,2,2,21
"Sup. Univ. Completa (068)",43,5,17,2,19
"Hombres (070)",3024,912,202,23,1888
"Sin Nivel (071)",705,139,37,3,526
"Educación Inicial (072)",118,82,10,1,25
"Primaria (073)",1242,482,74,6,680
"Secundaria (074)",804,200,38,6,561
"Sup. no Univ. Incompleta (075)",38,,8,1,29
"Sup. no Univ. Completa (076)",81,5,24,4,48
"Sup. Univ. Incompleta (077)",16,1,2,2,11
"Sup. Univ. Completa (078)",20,3,9,,8
"Mujeres (080)",3356,930,157,19,2250
"Sin Nivel (081)",1378,192,26,3,1157
"Educación Inicial (082)",94,70,9,1,14
"Primaria (083)",1102,455,60,10,577
"Secundaria (084)",700,207,41,1,451
"Sup. no Univ. Incompleta (085)",23,1,1,,21
"Sup. no Univ. Completa (086)",25,2,12,2,9
"Sup. Univ. Incompleta (087)",11,1,,,10
"Sup. Univ. Completa (088)",23,2,8,2,11
