"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ICA (000)",298964,18347,7548,70094,112145,16066,22166,18784,33814
"Jefe o Jefa (001)",81029,1866,18,16405,33215,4034,6879,4657,13955
"Esposa(o)/ compa¤era(o) (002)",48109,1421,23,9328,20861,2559,5102,2026,6789
"Hijo(a)/ hijastro(a) (003)",116992,9980,5383,30912,39513,6473,7076,8620,9035
"Yerno/ nuera (004)",6191,24,2,228,2823,596,884,446,1188
"Nieto(a) (005)",16847,2948,1626,6048,4178,564,381,802,300
"Padres/ suegros (006)",4136,745,,2106,942,36,101,36,170
"Otro(a) pariente (007)",19967,1181,447,4247,8182,1353,1253,1568,1736
"Trabajador(a) del hogar (008)",527,14,4,86,296,48,47,22,10
"Pensionista (009)",609,4,,61,251,55,36,116,86
"Otro(a) no pariente (010)",4557,164,45,673,1884,348,407,491,545
"Hombres (012)",144953,8030,3868,32915,57153,7483,8751,9895,16858
"Jefe o Jefa (013)",54894,617,9,9946,23703,2765,4226,3449,10179
"Esposa(o)/ compa¤era(o) (014)",4577,61,,676,2256,282,349,295,658
"Hijo(a)/ hijastro(a) (015)",59496,5112,2748,15953,21554,3078,2858,4315,3878
"Yerno/ nuera (016)",3298,13,,104,1421,278,436,265,781
"Nieto(a) (017)",8707,1495,837,3069,2289,276,177,418,146
"Padres/ suegros (018)",1351,101,,765,354,13,25,17,76
"Otro(a) pariente (019)",9955,548,247,2050,4379,590,491,809,841
"Trabajador(a) del hogar (020)",110,4,2,16,62,4,9,8,5
"Pensionista (021)",374,3,,37,157,31,21,67,58
"Otro(a) no pariente (022)",2191,76,25,299,978,166,159,252,236
"Mujeres (024)",154011,10317,3680,37179,54992,8583,13415,8889,16956
"Jefe o Jefa (025)",26135,1249,9,6459,9512,1269,2653,1208,3776
"Esposa(o)/ compa¤era(o) (026)",43532,1360,23,8652,18605,2277,4753,1731,6131
"Hijo(a)/ hijastro(a) (027)",57496,4868,2635,14959,17959,3395,4218,4305,5157
"Yerno/ nuera (028)",2893,11,2,124,1402,318,448,181,407
"Nieto(a) (029)",8140,1453,789,2979,1889,288,204,384,154
"Padres/ suegros (030)",2785,644,,1341,588,23,76,19,94
"Otro(a) pariente (031)",10012,633,200,2197,3803,763,762,759,895
"Trabajador(a) del hogar (032)",417,10,2,70,234,44,38,14,5
"Pensionista (033)",235,1,,24,94,24,15,49,28
"Otro(a) no pariente (034)",2366,88,20,374,906,182,248,239,309
,,,,,,,,,
"URBANA (036)",273943,16285,7050,62234,101577,15098,20922,18057,32720
"Jefe o Jefa (037)",73598,1487,18,13941,29789,3828,6555,4462,13518
"Esposa(o)/ compa¤era(o) (038)",43488,1094,22,7839,18712,2407,4849,1957,6608
"Hijo(a)/ hijastro(a) (039)",107289,9049,4995,27994,35728,6022,6561,8268,8672
"Yerno/ nuera (040)",5751,20,2,199,2563,557,828,430,1152
"Nieto(a) (041)",15636,2731,1545,5610,3859,510,346,755,280
"Padres/ suegros (042)",3908,672,,1981,917,36,99,36,167
