"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia GRAU (000)",374,139,235
"Sin nivel (001)",19,3,16
"Primaria (003)",95,29,66
"Secundaria (004)",185,82,103
"Superior no univ. incompleta (005)",19,6,13
"Superior no univ. completa (006)",35,12,23
"Superior univ. incompleta (007)",7,2,5
"Superior univ. completa (008)",14,5,9
"Hombres (010)",304,103,201
"Sin nivel (011)",16,2,14
"Primaria (013)",83,22,61
"Secundaria (014)",148,59,89
"Superior no univ. incompleta (015)",14,4,10
"Superior no univ. completa (016)",29,11,18
"Superior univ. incompleta (017)",4,1,3
"Superior univ. completa (018)",10,4,6
"Mujeres (020)",70,36,34
"Sin nivel (021)",3,1,2
"Primaria (023)",12,7,5
"Secundaria (024)",37,23,14
"Superior no univ. incompleta (025)",5,2,3
"Superior no univ. completa (026)",6,1,5
"Superior univ. incompleta (027)",3,1,2
"Superior univ. completa (028)",4,1,3
,,,
"AREA URBANA (030)",179,61,118
"Sin nivel (031)",5,2,3
"Primaria (033)",39,6,33
"Secundaria (034)",77,34,43
"Superior no univ. incompleta (035)",14,5,9
"Superior no univ. completa (036)",28,8,20
"Superior univ. incompleta (037)",5,2,3
"Superior univ. completa (038)",11,4,7
"Hombres (040)",141,41,100
"Sin nivel (041)",4,1,3
"Primaria (043)",34,4,30
"Secundaria (044)",58,21,37
"Superior no univ. incompleta (045)",11,3,8
"Superior no univ. completa (046)",23,7,16
"Superior univ. incompleta (047)",2,1,1
"Superior univ. completa (048)",9,4,5
"Mujeres (050)",38,20,18
"Sin nivel (051)",1,1,
"Primaria (053)",5,2,3
"Secundaria (054)",19,13,6
"Superior no univ. incompleta (055)",3,2,1
"Superior no univ. completa (056)",5,1,4
"Superior univ. incompleta (057)",3,1,2
"Superior univ. completa (058)",2,,2
,,,
"AREA RURAL (060)",195,78,117
"Sin nivel (061)",14,1,13
"Primaria (063)",56,23,33
"Secundaria (064)",108,48,60
"Superior no univ. incompleta (065)",5,1,4
"Superior no univ. completa (066)",7,4,3
"Superior univ. incompleta (067)",2,,2
"Superior univ. completa (068)",3,1,2
"Hombres (070)",163,62,101
"Sin nivel (071)",12,1,11
"Primaria (073)",49,18,31
"Secundaria (074)",90,38,52
"Superior no univ. incompleta (075)",3,1,2
"Superior no univ. completa (076)",6,4,2
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",1,,1
"Mujeres (080)",32,16,16
"Sin nivel (081)",2,,2
"Primaria (083)",7,5,2
"Secundaria (084)",18,10,8
"Superior no univ. incompleta (085)",2,,2
"Superior no univ. completa (086)",1,,1
"Superior univ. completa (088)",2,1,1
