"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUAMALIES (000)",20112,427,6648,6627,4942,1468
"Empleado (001)",1667,4,417,876,356,14
"Obrero (002)",5087,94,1974,1576,1155,288
"Trabajador independiente (003)",7816,8,1848,2777,2403,780
"Empleador o patrono (004)",468,,85,168,153,62
"Trabajador familiar no remunerado (005)",2965,200,1435,659,490,181
"Trabajador del hogar (006)",365,22,166,90,68,19
"Desocupado (008)",1744,99,723,481,317,124
"Hombres (009)",15377,296,5066,4983,3840,1192
"Empleado (010)",980,,218,494,260,8
"Obrero (011)",4422,80,1748,1352,979,263
"Trabajador independiente (012)",6392,3,1464,2273,1985,667
"Empleador o patrono (013)",411,,70,152,132,57
"Trabajador familiar no remunerado (014)",1890,137,1045,357,241,110
"Trabajador del hogar (015)",91,8,40,23,14,6
"Desocupado (017)",1191,68,481,332,229,81
"Mujeres (018)",4735,131,1582,1644,1102,276
"Empleado (019)",687,4,199,382,96,6
"Obrero (020)",665,14,226,224,176,25
"Trabajador independiente (021)",1424,5,384,504,418,113
"Empleador o patrono (022)",57,,15,16,21,5
"Trabajador familiar no remunerado (023)",1075,63,390,302,249,71
"Trabajador del hogar (024)",274,14,126,67,54,13
"Desocupado (026)",553,31,242,149,88,43
,,,,,,
"URBANA (027)",5640,78,1592,2149,1459,362
"Empleado (028)",1226,4,282,662,269,9
"Obrero (029)",1058,17,356,357,258,70
"Trabajador independiente (030)",2167,5,469,819,683,191
"Empleador o patrono (031)",160,,34,52,53,21
"Trabajador familiar no remunerado (032)",518,34,213,142,98,31
"Trabajador del hogar (033)",161,14,76,36,31,4
"Desocupado (035)",350,4,162,81,67,36
"Hombres (036)",3902,40,1080,1424,1070,288
"Empleado (037)",733,,146,379,203,5
"Obrero (038)",924,12,322,312,211,67
"Trabajador independiente (039)",1557,2,322,565,515,153
"Empleador o patrono (040)",131,,26,41,44,20
"Trabajador familiar no remunerado (041)",284,19,140,64,41,20
"Trabajador del hogar (042)",26,4,12,5,5,
"Desocupado (044)",247,3,112,58,51,23
"Mujeres (045)",1738,38,512,725,389,74
"Empleado (046)",493,4,136,283,66,4
"Obrero (047)",134,5,34,45,47,3
"Trabajador independiente (048)",610,3,147,254,168,38
"Empleador o patrono (049)",29,,8,11,9,1
"Trabajador familiar no remunerado (050)",234,15,73,78,57,11
"Trabajador del hogar (051)",135,10,64,31,26,4
"Desocupado (053)",103,1,50,23,16,13
,,,,,,
"RURAL (054)",14472,349,5056,4478,3483,1106
"Empleado (055)",441,,135,214,87,5
"Obrero (056)",4029,77,1618,1219,897,218
"Trabajador independiente (057)",5649,3,1379,1958,1720,589
"Empleador o patrono (058)",308,,51,116,100,41
"Trabajador familiar no remunerado (059)",2447,166,1222,517,392,150
"Trabajador del hogar (060)",204,8,90,54,37,15
"Desocupado (062)",1394,95,561,400,250,88
"Hombres (063)",11475,256,3986,3559,2770,904
"Empleado (064)",247,,72,115,57,3
"Obrero (065)",3498,68,1426,1040,768,196
"Trabajador independiente (066)",4835,1,1142,1708,1470,514
"Empleador o patrono (067)",280,,44,111,88,37
"Trabajador familiar no remunerado (068)",1606,118,905,293,200,90
"Trabajador del hogar (069)",65,4,28,18,9,6
"Desocupado (071)",944,65,369,274,178,58
"Mujeres (072)",2997,93,1070,919,713,202
"Empleado (073)",194,,63,99,30,2
"Obrero (074)",531,9,192,179,129,22
"Trabajador independiente (075)",814,2,237,250,250,75
"Empleador o patrono (076)",28,,7,5,12,4
"Trabajador familiar no remunerado (077)",841,48,317,224,192,60
"Trabajador del hogar (078)",139,4,62,36,28,9
"Desocupado (080)",450,30,192,126,72,30
