"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia MARAÑON",,,,,,,,,
"Viviendas particulares (001)",6103,54,10,63,4,1245,4572,134,21
"Ocupantes presentes (002)",26556,255,49,307,12,5495,19860,508,70
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",5333,52,10,60,4,1072,3989,127,19
"Ocupantes presentes (005)",23827,246,49,298,12,4816,17856,482,68
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",5,1,,,,1,3,,
"Ocupantes presentes (014)",23,5,,,,5,13,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",756,,,3,,171,574,7,1
"Ocupantes presentes (017)",2673,,,9,,668,1969,26,1
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",4,4,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,,,,,1,2,,1
"Ocupantes presentes (023)",15,,,,,6,8,,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",4,,,,,,4,,
"Ocupantes presentes (026)",14,,,,,,14,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",847,35,2,2,,125,661,16,6
"Ocupantes presentes (029)",3943,167,2,6,,499,3183,58,28
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",840,33,2,2,,124,657,16,6
"Ocupantes presentes (032)",3915,158,2,6,,494,3169,58,28
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",5,1,,,,1,3,,
"Ocupantes presentes (041)",23,5,,,,5,13,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",4,4,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,,,1,,
"Ocupantes presentes (050)",1,,,,,,1,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5256,19,8,61,4,1120,3911,118,15
"Ocupantes presentes (056)",22613,88,47,301,12,4996,16677,450,42
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4493,19,8,58,4,948,3332,111,13
"Ocupantes presentes (059)",19912,88,47,292,12,4322,14687,424,40
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",756,,,3,,171,574,7,1
"Ocupantes presentes (071)",2673,,,9,,668,1969,26,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,,,,,1,1,,1
"Ocupantes presentes (077)",14,,,,,6,7,,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",4,,,,,,4,,
"Ocupantes presentes (080)",14,,,,,,14,,
