"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUANTA (000)",63398,19941,3496,1251,38810
"Conviviente (001)",13502,2982,667,181,9689
"Separado(a) (002)",1741,445,85,28,1184
"Casado(a) (003)",20642,6627,1445,345,12264
"Viudo(a) (004)",3952,1220,127,35,2570
"Divorciado(a) (005)",253,48,30,6,170
"Soltero(a) (006)",23308,8619,1142,656,12933
"Hombres (008)",31132,8720,1642,818,20021
"Conviviente (009)",6605,1144,322,109,5038
"Separado(a) (010)",337,51,16,10,261
"Casado(a) (011)",10142,2917,711,204,6338
"Viudo(a) (012)",806,211,27,7,561
"Divorciado(a) (013)",111,9,12,3,87
"Soltero(a) (014)",13131,4388,554,485,7736
"Mujeres (016)",32266,11221,1854,433,18789
"Conviviente (017)",6897,1838,345,72,4651
"Separado(a) (018)",1404,394,69,18,923
"Casado(a) (019)",10500,3710,734,141,5926
"Viudo(a) (020)",3146,1009,100,28,2009
"Divorciado(a) (021)",142,39,18,3,83
"Soltero(a) (022)",10177,4231,588,171,5197
,,,,,
"URBANA (024)",30000,5801,3076,1036,20160
"Conviviente (025)",6853,1022,565,145,5134
"Separado(a) (026)",940,148,77,24,692
"Casado(a) (027)",8281,1339,1282,291,5395
"Viudo(a) (028)",1459,270,114,28,1047
"Divorciado(a) (029)",138,12,30,6,91
"Soltero(a) (030)",12329,3010,1008,542,7801
"Hombres (032)",14378,2435,1420,675,9898
"Conviviente (033)",3256,356,273,88,2546
"Separado(a) (034)",178,16,14,9,140
"Casado(a) (035)",3907,556,618,174,2578
"Viudo(a) (036)",266,35,25,5,201
"Divorciado(a) (037)",63,4,12,3,44
"Soltero(a) (038)",6708,1468,478,396,4389
"Mujeres (040)",15622,3366,1656,361,10262
"Conviviente (041)",3597,666,292,57,2588
"Separado(a) (042)",762,132,63,15,552
"Casado(a) (043)",4374,783,664,117,2817
"Viudo(a) (044)",1193,235,89,23,846
"Divorciado(a) (045)",75,8,18,3,47
"Soltero(a) (046)",5621,1542,530,146,3412
,,,,,
"RURAL (048)",33398,14140,420,215,18650
"Conviviente (049)",6649,1960,102,36,4555
"Separado(a) (050)",801,297,8,4,492
"Casado(a) (051)",12361,5288,163,54,6869
"Viudo(a) (052)",2493,950,13,7,1523
"Divorciado(a) (053)",115,36,,,79
"Soltero(a) (054)",10979,5609,134,114,5132
"Hombres (056)",16754,6285,222,143,10123
"Conviviente (057)",3349,788,49,21,2492
"Separado(a) (058)",159,35,2,1,121
"Casado(a) (059)",6235,2361,93,30,3760
"Viudo(a) (060)",540,176,2,2,360
"Divorciado(a) (061)",48,5,,,43
"Soltero(a) (062)",6423,2920,76,89,3347
"Mujeres (064)",16644,7855,198,72,8527
"Conviviente (065)",3300,1172,53,15,2063
"Separado(a) (066)",642,262,6,3,371
"Casado(a) (067)",6126,2927,70,24,3109
"Viudo(a) (068)",1953,774,11,5,1163
"Divorciado(a) (069)",67,31,,,36
"Soltero(a) (070)",4556,2689,58,25,1785
