"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia PACHITEA",,,,,,,,,
"Viviendas particulares (001)",311,171,69,13,44,3,1,,10
"Ocupantes presentes (002)",1435,755,303,74,218,17,7,,61
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",303,166,68,12,43,3,1,,10
"Ocupantes presentes (005)",1397,731,298,70,213,17,7,,61
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",3,2,,1,,,,,
"Ocupantes presentes (011)",17,13,,4,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",4,2,1,,1,,,,
"Ocupantes presentes (014)",20,10,5,,5,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,1,,,,,,,
"Ocupantes presentes (017)",1,1,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",185,104,56,5,17,,,,3
"Ocupantes presentes (029)",779,424,242,28,69,,,,16
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",178,100,55,4,16,,,,3
"Ocupantes presentes (032)",742,401,237,24,64,,,,16
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",3,2,,1,,,,,
"Ocupantes presentes (038)",17,13,,4,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",4,2,1,,1,,,,
"Ocupantes presentes (041)",20,10,5,,5,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",126,67,13,8,27,3,1,,7
"Ocupantes presentes (056)",656,331,61,46,149,17,7,,45
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",125,66,13,8,27,3,1,,7
"Ocupantes presentes (059)",655,330,61,46,149,17,7,,45
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,1,,,,,,,
"Ocupantes presentes (071)",1,1,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
