"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia COTABAMBAS (000)",38422,19382,2095,651,16372
"Hombres (001)",19455,8374,1204,357,9569
"Mujeres (002)",18967,11008,891,294,6803
"PEA (003)",8520,1758,1249,259,5296
"Hombres (004)",6385,973,867,207,4372
"Mujeres (005)",2135,785,382,52,924
"Ocupada (006)",7522,1536,1235,243,4550
"Hombres (007)",5534,833,857,191,3687
"Mujeres (008)",1988,703,378,52,863
"Desocupada (009)",998,222,14,16,746
"Hombres (010)",851,140,10,16,685
"Mujeres (011)",147,82,4,,61
"No PEA (012)",29902,17624,846,392,11076
"Hombres (013)",13070,7401,337,150,5197
"Mujeres (014)",16832,10223,509,242,5879
,,,,,
"URBANA (018)",10489,4036,1742,306,4453
"Hombres (019)",5370,1694,1013,195,2502
"Mujeres (020)",5119,2342,729,111,1951
"PEA (021)",3673,553,1119,188,1854
"Hombres (022)",2508,275,779,145,1343
"Mujeres (023)",1165,278,340,43,511
"Ocupada (024)",3456,509,1110,188,1690
"Hombres (025)",2348,256,773,145,1208
"Mujeres (026)",1108,253,337,43,482
"Desocupada (027)",217,44,9,,164
"Hombres (028)",160,19,6,,135
"Mujeres (029)",57,25,3,,29
"No PEA (030)",6816,3483,623,118,2599
"Hombres (031)",2862,1419,234,50,1159
"Mujeres (032)",3954,2064,389,68,1440
,,,,,
"RURAL (036)",27933,15346,353,345,11919
"Hombres (037)",14085,6680,191,162,7067
"Mujeres (038)",13848,8666,162,183,4852
"PEA (039)",4847,1205,130,71,3442
"Hombres (040)",3877,698,88,62,3029
"Mujeres (041)",970,507,42,9,413
"Ocupada (042)",4066,1027,125,55,2860
"Hombres (043)",3186,577,84,46,2479
"Mujeres (044)",880,450,41,9,381
"Desocupada (045)",781,178,5,16,582
"Hombres (046)",691,121,4,16,550
"Mujeres (047)",90,57,1,,32
"No PEA (048)",23086,14141,223,274,8477
"Hombres (049)",10208,5982,103,100,4038
"Mujeres (050)",12878,8159,120,174,4439
