"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CONDORCANQUI (000)",38316,3410,13704,7986,5620,3798,2170,1086,542
"Quechua (001)",20,1,5,2,1,4,3,1,3
"Aymara (002)",3,1,1,,,1,,,
"Ashaninca (003)",6,1,3,,1,1,,,
"Otra lengua nativa (004)",34681,3208,12692,7288,4896,3297,1892,961,447
"Castellano (005)",3541,193,980,679,711,490,274,123,91
"Idioma extranjero (006)",5,,,,3,,1,,1
"Es sordomudo/a (007)",60,6,23,17,8,5,,1,
"Hombres (009)",19281,1664,6891,3844,2813,2013,1172,612,272
"Quechua (010)",12,1,3,1,,3,2,,2
"Aymara (011)",3,1,1,,,1,,,
"Ashaninca (012)",3,1,1,,1,,,,
"Otra lengua nativa (013)",17300,1577,6371,3486,2414,1705,987,537,223
"Castellano (014)",1922,80,498,346,392,302,183,74,47
"Idioma extranjero (015)",1,,,,1,,,,
"Es sordomudo/a (016)",40,4,17,11,5,2,,1,
"Mujeres (018)",19035,1746,6813,4142,2807,1785,998,474,270
"Quechua (019)",8,,2,1,1,1,1,1,1
"Ashaninca (021)",3,,2,,,1,,,
"Otra lengua nativa (022)",17381,1631,6321,3802,2482,1592,905,424,224
"Castellano (023)",1619,113,482,333,319,188,91,49,44
"Idioma extranjero (024)",4,,,,2,,1,,1
"Es sordomudo/a (025)",20,2,6,6,3,3,,,
,,,,,,,,,
"URBANA (027)",5888,377,1959,1432,885,607,376,179,73
"Quechua (028)",10,1,1,,1,3,2,,2
"Ashaninca (030)",1,,1,,,,,,
"Otra lengua nativa (031)",4069,278,1421,1086,519,376,245,115,29
"Castellano (032)",1791,97,532,343,359,228,128,63,41
"Idioma extranjero (033)",5,,,,3,,1,,1
"Es sordomudo/a (034)",12,1,4,3,3,,,1,
"Hombres (036)",3006,165,971,760,436,326,202,112,34
"Quechua (037)",8,1,1,,,3,1,,2
"Otra lengua nativa (040)",2062,126,702,599,237,192,116,75,15
"Castellano (041)",929,38,265,160,197,131,85,36,17
"Idioma extranjero (042)",1,,,,1,,,,
"Es sordomudo/a (043)",6,,3,1,1,,,1,
"Mujeres (045)",2882,212,988,672,449,281,174,67,39
"Quechua (046)",2,,,,1,,1,,
"Ashaninca (048)",1,,1,,,,,,
"Otra lengua nativa (049)",2007,152,719,487,282,184,129,40,14
"Castellano (050)",862,59,267,183,162,97,43,27,24
"Idioma extranjero (051)",4,,,,2,,1,,1
"Es sordomudo/a (052)",6,1,1,2,2,,,,
,,,,,,,,,
"RURAL (054)",32428,3033,11745,6554,4735,3191,1794,907,469
"Quechua (055)",10,,4,2,,1,1,1,1
"Aymara (056)",3,1,1,,,1,,,
"Ashaninca (057)",5,1,2,,1,1,,,
"Otra lengua nativa (058)",30612,2930,11271,6202,4377,2921,1647,846,418
"Castellano (059)",1750,96,448,336,352,262,146,60,50
"Es sordomudo/a (061)",48,5,19,14,5,5,,,
"Hombres (063)",16275,1499,5920,3084,2377,1687,970,500,238
"Quechua (064)",4,,2,1,,,1,,
"Aymara (065)",3,1,1,,,1,,,
"Ashaninca (066)",3,1,1,,1,,,,
"Otra lengua nativa (067)",15238,1451,5669,2887,2177,1513,871,462,208
"Castellano (068)",993,42,233,186,195,171,98,38,30
"Es sordomudo/a (070)",34,4,14,10,4,2,,,
"Mujeres (072)",16153,1534,5825,3470,2358,1504,824,407,231
"Quechua (073)",6,,2,1,,1,,1,1
"Ashaninca (075)",2,,1,,,1,,,
"Otra lengua nativa (076)",15374,1479,5602,3315,2200,1408,776,384,210
"Castellano (077)",757,54,215,150,157,91,48,22,20
"Es sordomudo/a (079)",14,1,5,4,1,3,,,
