"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia MELGAR (000)",24305,20154,1153,748,2250
"Empleado (001)",3137,649,357,400,1731
"Obrero (002)",3578,2436,324,311,507
"Trabajador independiente (003)",11502,11205,297,,
"Empleador o patrono (004)",333,303,19,5,6
"Trabajador familiar no remunerado (005)",5543,5349,156,32,6
"Trabajador del hogar (006)",212,212,,,
"De 06 a 14 años (008)",359,342,15,,2
"Empleado (009)",13,11,1,,1
"Obrero (010)",13,11,2,,
"Trabajador independiente (011)",46,44,2,,
"Trabajador familiar no remunerado (013)",265,254,10,,1
"Trabajador del hogar (014)",22,22,,,
"De 15 a 29 años (016)",6589,5447,412,231,499
"Empleado (017)",866,301,111,110,344
"Obrero (018)",1177,778,136,111,152
"Trabajador independiente (019)",2512,2416,96,,
"Empleador o patrono (020)",66,61,3,1,1
"Trabajador familiar no remunerado (021)",1859,1782,66,9,2
"Trabajador del hogar (022)",109,109,,,
"De 30 a 44 años (024)",8456,6606,454,324,1072
"Empleado (025)",1366,220,153,179,814
"Obrero (026)",1382,867,127,134,254
"Trabajador independiente (027)",3932,3821,111,,
"Empleador o patrono (028)",124,108,10,3,3
"Trabajador familiar no remunerado (029)",1611,1549,53,8,1
"Trabajador del hogar (030)",41,41,,,
"De 45 a 64 años (032)",6690,5625,231,179,655
"Empleado (033)",849,103,84,108,554
"Obrero (034)",816,607,52,59,98
"Trabajador independiente (035)",3630,3558,72,,
"Empleador o patrono (036)",106,100,4,,2
"Trabajador familiar no remunerado (037)",1259,1227,19,12,1
"Trabajador del hogar (038)",30,30,,,
"De 65 y más años (040)",2211,2134,41,14,22
"Empleado (041)",43,14,8,3,18
"Obrero (042)",190,173,7,7,3
"Trabajador independiente (043)",1382,1366,16,,
"Empleador o patrono (044)",37,34,2,1,
"Trabajador familiar no remunerado (045)",549,537,8,3,1
"Trabajador del hogar (046)",10,10,,,
,,,,,
"URBANA (048)",10262,7317,671,493,1781
"Empleado (049)",2584,486,249,316,1533
"Obrero (050)",1385,803,181,163,238
"Trabajador independiente (051)",5042,4860,182,,
"Empleador o patrono (052)",169,145,14,5,5
"Trabajador familiar no remunerado (053)",936,877,45,9,5
"Trabajador del hogar (054)",146,146,,,
