"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia MORROPON",,,,,
"Viviendas particulares (001)",5006,447,1100,2130,1329
"Ocupantes presentes (002)",20313,1795,4333,8674,5511
"Casa independiente",,,,,
"Viviendas particulares (004)",4995,444,1096,2128,1327
"Ocupantes presentes (005)",20284,1789,4322,8669,5504
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",5,2,1,1,1
"Ocupantes presentes (011)",12,5,2,1,4
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",5,,3,1,1
"Ocupantes presentes (014)",16,,9,4,3
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",1,1,,,
"Ocupantes presentes (023)",1,1,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",3130,292,718,1482,638
"Ocupantes presentes (029)",12579,1169,2861,5932,2617
"Casa independiente",,,,,
"Viviendas particulares (031)",3120,290,714,1480,636
"Ocupantes presentes (032)",12551,1164,2850,5927,2610
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",5,2,1,1,1
"Ocupantes presentes (038)",12,5,2,1,4
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",5,,3,1,1
"Ocupantes presentes (041)",16,,9,4,3
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",1876,155,382,648,691
"Ocupantes presentes (056)",7734,626,1472,2742,2894
"Casa independiente",,,,,
"Viviendas particulares (058)",1875,154,382,648,691
"Ocupantes presentes (059)",7733,625,1472,2742,2894
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (076)",1,1,,,
"Ocupantes presentes (077)",1,1,,,
"Otro tipo",,,,,
