"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MOHO (000)",7783,7512,57,1149,1285,1221,2017,1237,448,98,271,29080
"De 12 a 14 años (001)",11,6,,4,2,,,,,,5,8
"De 15 a 19 años (002)",143,117,5,98,10,4,,,,,26,130
"De 20 a 24 años (003)",459,402,2,230,125,33,11,1,,,57,634
"De 25 a 29 años (004)",662,595,3,197,207,116,67,4,1,,67,1272
"De 30 a 34 años (005)",693,658,7,121,185,160,155,27,3,,35,1842
"De 35 a 39 años (006)",722,703,3,87,162,162,205,70,12,2,19,2365
"De 40 a 44 años (007)",697,681,1,45,122,133,224,111,41,4,16,2786
"De 45 a 49 años (008)",602,587,1,40,84,95,190,132,34,11,15,2588
"De 50 y más años (009)",3794,3763,35,327,388,518,1165,892,357,81,31,17455
"PEA (010)",4151,3997,23,632,747,639,1056,624,225,51,154,15161
"De 12 a 14 años (011)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (012)",71,60,1,52,4,3,,,,,11,69
"De 20 a 24 años (013)",243,212,1,121,69,16,4,1,,,31,331
"De 25 a 29 años (014)",351,316,2,110,107,58,37,1,1,,35,667
"De 30 a 34 años (015)",411,387,5,81,110,89,86,15,1,,24,1044
"De 35 a 39 años (016)",430,415,3,54,110,87,113,42,6,,15,1353
"De 40 a 44 años (017)",411,399,1,27,80,82,127,60,21,1,12,1565
"De 45 a 49 años (018)",358,346,1,24,53,56,108,79,17,8,12,1515
"De 50 y más años (019)",1874,1860,9,162,213,248,581,426,179,42,14,8614
"Ocupada (020)",4102,3953,23,619,736,636,1048,618,223,50,149,15017
"De 12 a 14 años (021)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (022)",70,59,1,51,4,3,,,,,11,68
