"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PICOTA (000)",35061,7407,2709,1163,23847
"Sin Nivel (001)",3961,1452,225,63,2223
"Educación Inicial (002)",895,495,89,36,280
"Primaria (003)",18287,3768,837,431,13270
"Secundaria (004)",9842,1602,826,400,7031
"Sup. no Univ. Incompleta (005)",597,22,114,60,403
"Sup. no Univ. Completa (006)",870,36,382,102,362
"Sup. Univ. Incompleta (007)",236,10,57,30,139
"Sup. Univ. Completa (008)",373,22,179,41,139
"Hombres (010)",18658,3637,1386,663,13012
"Sin Nivel (011)",1797,737,112,33,916
"Educación Inicial (012)",453,255,49,15,137
"Primaria (013)",9502,1831,390,219,7074
"Secundaria (014)",5668,771,427,244,4234
"Sup. no Univ. Incompleta (015)",333,5,56,39,235
"Sup. no Univ. Completa (016)",514,16,221,66,218
"Sup. Univ. Incompleta (017)",153,5,30,18,100
"Sup. Univ. Completa (018)",238,17,101,29,98
"Mujeres (020)",16403,3770,1323,500,10835
"Sin Nivel (021)",2164,715,113,30,1307
"Educación Inicial (022)",442,240,40,21,143
"Primaria (023)",8785,1937,447,212,6196
"Secundaria (024)",4174,831,399,156,2797
"Sup. no Univ. Incompleta (025)",264,17,58,21,168
"Sup. no Univ. Completa (026)",356,20,161,36,144
"Sup. Univ. Incompleta (027)",83,5,27,12,39
"Sup. Univ. Completa (028)",135,5,78,12,41
,,,,,
"URBANA (030)",22032,4592,2442,992,14063
"Sin Nivel (031)",1890,791,193,49,859
"Educación Inicial (032)",635,338,81,31,188
"Primaria (033)",10212,2130,727,343,7025
"Secundaria (034)",7429,1251,762,357,5076
"Sup. no Univ. Incompleta (035)",526,21,108,56,343
"Sup. no Univ. Completa (036)",790,30,355,90,327
"Sup. Univ. Incompleta (037)",209,10,54,27,118
"Sup. Univ. Completa (038)",341,21,162,39,127
"Hombres (040)",11515,2231,1255,564,7497
"Sin Nivel (041)",870,398,99,27,347
"Educación Inicial (042)",323,172,46,11,95
"Primaria (043)",5090,1026,341,177,3552
"Secundaria (044)",4123,594,392,213,2932
"Sup. no Univ. Incompleta (045)",289,5,52,36,198
"Sup. no Univ. Completa (046)",465,15,204,57,196
"Sup. Univ. Incompleta (047)",134,5,28,16,85
"Sup. Univ. Completa (048)",221,16,93,27,92
"Mujeres (050)",10517,2361,1187,428,6566
"Sin Nivel (051)",1020,393,94,22,512
"Educación Inicial (052)",312,166,35,20,93
"Primaria (053)",5122,1104,386,166,3473
"Secundaria (054)",3306,657,370,144,2144
"Sup. no Univ. Incompleta (055)",237,16,56,20,145
"Sup. no Univ. Completa (056)",325,15,151,33,131
"Sup. Univ. Incompleta (057)",75,5,26,11,33
"Sup. Univ. Completa (058)",120,5,69,12,35
,,,,,
"RURAL (060)",13029,2815,267,171,9784
"Sin Nivel (061)",2071,661,32,14,1364
"Educación Inicial (062)",260,157,8,5,92
"Primaria (063)",8075,1638,110,88,6245
"Secundaria (064)",2413,351,64,43,1955
"Sup. no Univ. Incompleta (065)",71,1,6,4,60
"Sup. no Univ. Completa (066)",80,6,27,12,35
"Sup. Univ. Incompleta (067)",27,,3,3,21
"Sup. Univ. Completa (068)",32,1,17,2,12
"Hombres (070)",7143,1406,131,99,5515
"Sin Nivel (071)",927,339,13,6,569
"Educación Inicial (072)",130,83,3,4,42
"Primaria (073)",4412,805,49,42,3522
"Secundaria (074)",1545,177,35,31,1302
"Sup. no Univ. Incompleta (075)",44,,4,3,37
"Sup. no Univ. Completa (076)",49,1,17,9,22
"Sup. Univ. Incompleta (077)",19,,2,2,15
"Sup. Univ. Completa (078)",17,1,8,2,6
"Mujeres (080)",5886,1409,136,72,4269
"Sin Nivel (081)",1144,322,19,8,795
"Educación Inicial (082)",130,74,5,1,50
"Primaria (083)",3663,833,61,46,2723
"Secundaria (084)",868,174,29,12,653
"Sup. no Univ. Incompleta (085)",27,1,2,1,23
"Sup. no Univ. Completa (086)",31,5,10,3,13
"Sup. Univ. Incompleta (087)",8,,1,1,6
"Sup. Univ. Completa (088)",15,,9,,6
