"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia CHINCHEROS",,,,,,,,,
"Viviendas particulares (001)",13194,2404,4644,2152,2396,567,572,154,305
"Ocupantes presentes (002)",51325,7043,17136,9011,10614,2608,2696,693,1524
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",12923,2206,4585,2143,2394,564,572,154,305
"Ocupantes presentes (005)",50712,6613,16994,8992,10604,2596,2696,693,1524
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",1,,,,,1,,,
"Ocupantes presentes (008)",6,,,,,6,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",2,1,1,,,,,,
"Ocupantes presentes (011)",9,3,6,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",30,14,9,4,1,2,,,
"Ocupantes presentes (014)",109,49,41,6,7,6,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",228,177,46,5,,,,,
"Ocupantes presentes (017)",459,356,90,13,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,1,1,,,,,,
"Ocupantes presentes (020)",4,3,1,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,4,2,,1,,,,
"Ocupantes presentes (023)",19,12,4,,3,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,,
"Ocupantes presentes (026)",7,7,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4158,518,1204,687,948,251,271,90,189
"Ocupantes presentes (029)",16336,1567,4416,2703,3975,1078,1253,402,942
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4121,501,1193,683,946,248,271,90,189
"Ocupantes presentes (032)",16201,1508,4368,2697,3965,1066,1253,402,942
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",1,,,,,1,,,
"Ocupantes presentes (035)",6,,,,,6,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",2,1,1,,,,,,
"Ocupantes presentes (038)",9,3,6,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",30,14,9,4,1,2,,,
"Ocupantes presentes (041)",109,49,41,6,7,6,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,1,1,,,,,,
"Ocupantes presentes (047)",4,3,1,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,1,,,1,,,,
"Ocupantes presentes (050)",7,4,,,3,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",9036,1886,3440,1465,1448,316,301,64,116
"Ocupantes presentes (056)",34989,5476,12720,6308,6639,1530,1443,291,582
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",8802,1705,3392,1460,1448,316,301,64,116
"Ocupantes presentes (059)",34511,5105,12626,6295,6639,1530,1443,291,582
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",228,177,46,5,,,,,
"Ocupantes presentes (071)",459,356,90,13,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",5,3,2,,,,,,
"Ocupantes presentes (077)",12,8,4,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,,
"Ocupantes presentes (080)",7,7,,,,,,,
